User_ID,Age,Gender,Country,Preferred_Category,Time_Spent_Minutes,Subscribed_Channels,Most_Watched_Genre,Frequent_Keywords,Recommendation_Algorithm,Engagement_Rate,Premium_User,Devices_Used,Advertisement_Interaction,Satisfaction_Score,Video_On_Trending
4740,28,Other,Germany,Gaming,484,85,Technology,Travel,Excellent,77.02792521767134,Yes,Smart TV,High,8,No
4741,34,Other,Canada,Gaming,557,94,Sports,Cooking,Good,64.63930515080781,No,Mobile,High,5,Yes
4742,33,Female,United States,Entertainment,121,94,Fashion,Cooking,Good,29.297972050443267,No,Smart TV,High,10,No
4743,33,Female,Germany,Gaming,96,42,Sports,DIY,Good,49.43967027742624,No,Mobile,Medium,6,Yes
4744,20,Male,Russia,Gaming,192,42,Sports,Travel,Poor,4.193566559886874,Yes,Smart TV,High,1,Yes
4745,61,Other,Canada,Education,174,96,Fashion,Science,Excellent,19.244560536124077,No,Smart TV,Low,4,Yes
4746,28,Other,Germany,Gaming,99,23,Fashion,DIY,Poor,42.44963745271675,Yes,Smart TV,High,9,No
4747,43,Female,Canada,Music,464,3,Fashion,Cooking,Good,83.40444162214823,No,Mobile,High,5,Yes
4748,54,Female,Russia,Entertainment,247,1,Sports,Travel,Fair,47.96671828600848,Yes,Laptop,High,1,Yes
4749,22,Male,Russia,Education,543,67,Comedy,DIY,Good,58.63625045259787,Yes,Smart TV,High,4,Yes
4750,44,Other,Germany,Music,67,71,Sports,Science,Excellent,87.37537919937805,Yes,Mobile,High,6,No
4751,46,Other,Russia,Gaming,551,3,Comedy,Cooking,Fair,30.881891358884527,Yes,Tablet,Low,7,No
4752,21,Male,Germany,Gaming,411,49,Technology,Travel,Excellent,70.06993211020558,No,Mobile,Medium,7,Yes
4753,29,Male,Russia,Music,528,67,Fashion,DIY,Good,86.16672586782533,Yes,Mobile,High,8,No
4754,23,Female,United States,Music,206,55,Sports,DIY,Excellent,20.261570069617672,No,Laptop,Medium,5,No
4755,44,Female,Germany,Education,55,4,Comedy,Cooking,Poor,35.64781651478325,No,Tablet,High,6,Yes
4756,22,Male,Canada,Gaming,539,31,Comedy,DIY,Fair,97.98101738893551,No,Tablet,Medium,2,No
4757,34,Male,Germany,Gaming,406,66,Comedy,Science,Excellent,98.3218564796211,Yes,Laptop,Low,10,No
4758,29,Other,Russia,Gaming,83,78,Fashion,Science,Fair,22.32299302939379,Yes,Laptop,Medium,2,No
4759,16,Male,Russia,Music,425,64,Comedy,Science,Fair,6.644583889262812,Yes,Smart TV,High,3,No
4760,60,Male,Russia,Gaming,344,31,Fashion,Travel,Good,27.092161131005287,No,Smart TV,Medium,4,Yes
4761,64,Other,Canada,Entertainment,584,63,Sports,DIY,Good,39.77319573036873,Yes,Mobile,Medium,6,No
4762,59,Male,Canada,Entertainment,305,66,Comedy,Science,Fair,44.10056009311637,Yes,Mobile,High,6,Yes
4763,37,Female,Russia,Education,93,31,Comedy,Science,Excellent,61.880630733042366,No,Smart TV,Medium,3,Yes
4764,33,Female,United States,Education,24,47,Fashion,Travel,Fair,89.95027601315464,Yes,Tablet,High,1,Yes
4765,49,Other,Germany,Music,143,22,Fashion,DIY,Good,33.034801190716244,No,Mobile,Low,3,Yes
4766,50,Male,Russia,Entertainment,487,74,Sports,Science,Excellent,84.99845354992085,No,Mobile,High,4,No
4767,61,Female,United States,Music,328,94,Fashion,Science,Fair,9.34789209266269,No,Laptop,Low,9,No
4768,13,Female,Canada,Education,401,97,Sports,Science,Good,4.187469897321472,Yes,Smart TV,Medium,10,Yes
4769,37,Female,Russia,Music,488,83,Sports,Travel,Fair,50.40451831234613,Yes,Laptop,High,8,No
4770,63,Female,Germany,Music,377,46,Comedy,DIY,Fair,5.9662223330604895,No,Mobile,Medium,4,No
4771,48,Male,Germany,Gaming,376,89,Technology,Science,Fair,39.24898012342302,No,Smart TV,Low,7,Yes
4772,29,Male,Canada,Education,297,58,Technology,Cooking,Excellent,89.67781168692343,Yes,Tablet,Low,9,Yes
4773,53,Male,Russia,Gaming,387,61,Fashion,Travel,Good,24.148303620747335,Yes,Tablet,Medium,2,Yes
4774,36,Male,Russia,Education,472,46,Fashion,Cooking,Good,70.59757751249032,No,Laptop,High,3,No
4775,14,Female,Russia,Gaming,22,1,Technology,DIY,Poor,30.23653923900669,No,Smart TV,High,1,Yes
4776,52,Other,United States,Education,545,96,Sports,Travel,Fair,4.49200552421356,No,Mobile,High,8,Yes
4777,27,Other,United States,Education,177,25,Technology,Travel,Fair,55.66905814103094,Yes,Tablet,High,2,No
4778,44,Female,Russia,Entertainment,279,61,Sports,Travel,Poor,83.48534905367518,No,Tablet,Low,7,Yes
4779,51,Female,Germany,Education,79,81,Sports,DIY,Fair,40.94684483426194,Yes,Tablet,High,7,No
4780,18,Other,United States,Music,327,14,Fashion,Cooking,Excellent,61.729382645808705,No,Mobile,Medium,3,No
4781,13,Other,Germany,Entertainment,385,45,Fashion,Science,Poor,90.00235976577258,Yes,Mobile,Low,2,Yes
4782,59,Female,United States,Gaming,98,77,Fashion,DIY,Good,78.96945127369878,No,Tablet,Medium,3,Yes
4783,35,Female,Canada,Music,266,39,Technology,Science,Fair,19.387639939281932,Yes,Smart TV,Medium,8,Yes
4784,51,Male,Canada,Music,226,66,Technology,Science,Good,73.33839593650058,Yes,Smart TV,Medium,9,Yes
4785,29,Male,Canada,Education,459,32,Technology,Science,Fair,50.189302516015196,Yes,Laptop,Low,8,No
4786,46,Other,Germany,Education,553,96,Sports,Travel,Poor,74.59668078860847,Yes,Smart TV,High,2,Yes
4787,53,Female,Germany,Music,150,58,Fashion,Travel,Good,49.45155505222182,Yes,Laptop,Medium,9,Yes
4788,41,Other,Russia,Entertainment,170,56,Comedy,Cooking,Fair,12.795816410830286,Yes,Laptop,Medium,6,No
4789,21,Male,Russia,Music,41,6,Technology,DIY,Excellent,56.990944668923916,No,Tablet,High,2,Yes
4790,25,Male,Canada,Music,161,89,Comedy,Science,Poor,49.21339923973399,No,Laptop,High,9,Yes
4791,18,Other,Canada,Education,269,67,Comedy,DIY,Fair,51.792173364144176,No,Smart TV,High,5,No
4792,18,Male,United States,Education,288,82,Technology,DIY,Fair,87.89024536458703,Yes,Smart TV,High,6,Yes
4793,32,Female,Canada,Education,294,50,Technology,DIY,Fair,89.48370467062514,Yes,Smart TV,Medium,1,No
4794,64,Other,Canada,Gaming,551,38,Technology,Travel,Poor,45.353710676571836,No,Tablet,Low,2,Yes
4795,15,Female,Canada,Music,157,3,Fashion,Science,Fair,45.57320412800884,Yes,Laptop,High,1,Yes
4796,29,Female,Germany,Music,76,5,Comedy,Science,Fair,51.5186958872616,Yes,Mobile,High,4,No
4797,61,Male,Germany,Gaming,579,24,Sports,DIY,Good,51.9589278334257,No,Laptop,Medium,2,No
4798,24,Female,Canada,Music,288,54,Comedy,Cooking,Good,95.03871441791127,No,Laptop,High,1,Yes
4799,60,Other,United States,Music,452,34,Sports,Travel,Poor,64.94004673774934,No,Tablet,Medium,3,Yes
4800,59,Female,United States,Music,408,39,Comedy,DIY,Poor,27.745699488794394,No,Laptop,Medium,4,No
4801,57,Female,Russia,Entertainment,137,88,Comedy,DIY,Excellent,53.15367969539899,No,Smart TV,Medium,4,Yes
4802,13,Female,Canada,Gaming,346,92,Fashion,Science,Fair,62.72235829079828,No,Laptop,Medium,3,Yes
4803,29,Female,Germany,Gaming,491,48,Sports,Cooking,Good,63.97717210139645,No,Tablet,High,2,Yes
4804,15,Female,Canada,Music,195,49,Technology,DIY,Good,58.525422623818265,Yes,Laptop,Low,8,Yes
4805,38,Male,United States,Education,178,34,Technology,Cooking,Fair,17.773615462153735,Yes,Tablet,High,10,Yes
4806,27,Other,Germany,Music,269,80,Fashion,Science,Fair,3.359318907950748,Yes,Tablet,Low,2,Yes
4807,48,Male,Germany,Music,567,7,Technology,Science,Poor,33.78430523668544,Yes,Tablet,High,5,No
4808,44,Other,Germany,Entertainment,516,18,Comedy,DIY,Excellent,42.752215456025354,No,Laptop,Medium,7,Yes
4809,44,Other,Russia,Entertainment,530,70,Fashion,Cooking,Excellent,6.18042395760866,Yes,Mobile,High,9,Yes
4810,16,Other,Canada,Education,480,92,Sports,DIY,Poor,81.49673380198462,Yes,Tablet,Medium,3,Yes
4811,30,Other,Canada,Entertainment,170,34,Fashion,DIY,Poor,34.407743751027375,Yes,Tablet,High,1,Yes
4812,61,Other,Canada,Music,298,51,Comedy,DIY,Good,91.36327461785046,Yes,Smart TV,Medium,9,No
4813,31,Female,United States,Music,349,93,Fashion,DIY,Poor,15.441010784226517,No,Tablet,Low,1,Yes
4814,55,Male,Germany,Entertainment,511,68,Comedy,Cooking,Excellent,5.693495693731343,Yes,Laptop,Medium,8,Yes
4815,64,Male,Germany,Entertainment,115,14,Fashion,DIY,Good,48.231610438632174,No,Laptop,High,2,Yes
4816,47,Female,United States,Gaming,484,69,Sports,Science,Excellent,18.912933682570664,No,Mobile,Medium,7,No
4817,52,Other,Russia,Music,472,89,Sports,Science,Fair,93.73992755778612,Yes,Smart TV,Low,3,Yes
4818,26,Male,United States,Education,492,8,Technology,Cooking,Excellent,1.0303398453738954,No,Tablet,Low,6,Yes
4819,45,Female,Germany,Entertainment,162,15,Comedy,DIY,Good,41.2619675059035,Yes,Laptop,High,6,No
4820,26,Female,Russia,Entertainment,158,83,Technology,DIY,Excellent,92.67477713451683,No,Smart TV,Medium,4,No
4821,46,Male,Russia,Gaming,197,59,Fashion,Travel,Good,38.44182067297683,No,Laptop,High,8,No
4822,16,Male,Germany,Gaming,140,11,Fashion,DIY,Good,9.310928060046075,No,Tablet,Medium,5,No
4823,36,Other,United States,Entertainment,461,20,Fashion,Cooking,Poor,30.28949428617871,Yes,Laptop,Low,7,No
4824,41,Other,Canada,Education,525,55,Fashion,Cooking,Excellent,49.801039383443346,Yes,Smart TV,High,5,Yes
4825,31,Male,Canada,Education,500,36,Sports,Travel,Poor,18.515168734333308,Yes,Mobile,Low,4,Yes
4826,18,Other,Canada,Entertainment,485,82,Fashion,Science,Poor,46.65617051432619,Yes,Tablet,Medium,6,Yes
4827,45,Female,United States,Gaming,272,14,Sports,Cooking,Excellent,83.63431957858374,No,Laptop,Low,3,No
4828,61,Other,Germany,Music,547,58,Technology,DIY,Good,87.2617970196613,Yes,Smart TV,Medium,6,No
4829,52,Other,United States,Music,468,38,Sports,DIY,Fair,4.926073471073211,No,Laptop,High,6,Yes
4830,31,Female,Canada,Gaming,545,89,Sports,Science,Excellent,16.09033580525735,No,Laptop,Medium,6,No
4831,13,Other,Canada,Music,304,80,Comedy,Travel,Poor,27.529013576680416,No,Mobile,Medium,3,No
4832,17,Female,Canada,Gaming,444,82,Fashion,Cooking,Poor,59.48658508876018,No,Mobile,High,8,No
4833,39,Other,United States,Education,284,1,Fashion,DIY,Good,36.09947587924671,No,Tablet,High,4,Yes
4834,28,Male,United States,Music,597,65,Fashion,Science,Poor,84.40409134460755,No,Tablet,Low,2,No
4835,18,Other,Canada,Entertainment,317,1,Technology,Science,Fair,71.66718682829377,No,Tablet,Medium,7,Yes
4836,52,Male,Russia,Entertainment,385,85,Fashion,Science,Poor,10.045602311350821,No,Tablet,Medium,8,Yes
4837,25,Male,Canada,Music,167,60,Fashion,DIY,Good,62.45575025120912,No,Smart TV,Low,4,No
4838,60,Male,Germany,Entertainment,213,25,Fashion,Science,Excellent,11.301262534697843,No,Tablet,Medium,6,Yes
4839,47,Male,United States,Gaming,84,91,Comedy,Science,Good,25.50356696364601,No,Tablet,Medium,8,No
4840,31,Male,Russia,Gaming,389,10,Sports,Science,Poor,17.787063353422806,Yes,Laptop,High,5,No
4841,24,Female,Russia,Entertainment,313,50,Comedy,Cooking,Good,17.306194920070496,No,Laptop,High,9,Yes
4842,28,Female,Germany,Music,71,12,Fashion,DIY,Poor,61.639552477685925,Yes,Smart TV,High,6,No
4843,55,Female,Canada,Music,579,92,Sports,Cooking,Good,56.36049225541615,Yes,Laptop,Low,6,Yes
4844,22,Male,Canada,Music,117,32,Comedy,Travel,Excellent,17.602815278772688,No,Laptop,High,2,No
4845,37,Other,Canada,Education,196,33,Fashion,Science,Poor,99.01728054184318,No,Smart TV,Low,7,Yes
4846,32,Female,Germany,Music,238,72,Fashion,DIY,Fair,42.18367323682938,No,Mobile,High,9,Yes
4847,43,Other,United States,Music,57,26,Comedy,Travel,Fair,9.706932815493662,No,Laptop,Medium,5,No
4848,16,Other,United States,Gaming,277,42,Sports,Cooking,Fair,12.056901695511513,Yes,Mobile,Medium,5,Yes
4849,56,Male,Germany,Education,263,50,Sports,Travel,Fair,58.38937137265947,Yes,Mobile,High,5,Yes
4850,35,Male,United States,Gaming,96,61,Comedy,Cooking,Poor,97.90694033834728,No,Mobile,High,1,Yes
4851,14,Male,Germany,Entertainment,190,41,Fashion,DIY,Poor,57.195110161919786,Yes,Smart TV,Low,5,No
4852,34,Female,Germany,Entertainment,34,57,Sports,Cooking,Excellent,94.90414766166371,No,Tablet,Medium,10,Yes
4853,63,Male,Russia,Music,397,2,Comedy,Travel,Good,44.413285075802676,No,Smart TV,High,8,No
4854,49,Female,Russia,Education,231,99,Comedy,Cooking,Poor,43.5841103652012,No,Smart TV,High,3,No
4855,20,Female,United States,Entertainment,406,98,Comedy,Cooking,Fair,50.000735931588224,Yes,Tablet,Medium,9,Yes
4856,19,Female,Russia,Music,520,70,Sports,Travel,Poor,69.74254581555553,Yes,Mobile,High,9,No
4857,26,Female,United States,Education,570,31,Technology,Travel,Fair,36.76159664513327,Yes,Tablet,Medium,6,No
4858,15,Male,Germany,Entertainment,449,23,Technology,Science,Excellent,86.3886032678957,No,Mobile,High,4,Yes
4859,62,Female,United States,Entertainment,184,76,Technology,Travel,Good,2.9281384768146235,Yes,Tablet,Medium,4,No
4860,28,Male,Russia,Education,320,54,Technology,Cooking,Poor,43.97641950284423,No,Mobile,Low,1,No
4861,31,Male,United States,Education,283,28,Technology,DIY,Good,51.099184997991784,No,Laptop,High,10,No
4862,63,Female,Russia,Education,44,79,Fashion,DIY,Fair,60.70322382630962,Yes,Mobile,High,5,Yes
4863,30,Male,Germany,Education,226,19,Comedy,Science,Fair,27.607191236586324,No,Tablet,High,5,No
4864,64,Other,Canada,Entertainment,417,76,Technology,Cooking,Good,42.74799709858353,No,Laptop,Low,5,Yes
4865,28,Male,Germany,Education,528,48,Sports,Travel,Excellent,48.45377502140566,No,Mobile,High,1,Yes
4866,20,Male,Russia,Gaming,278,2,Comedy,Cooking,Good,68.69099786832132,No,Laptop,High,1,Yes
4867,45,Female,United States,Gaming,484,11,Sports,Travel,Good,77.3544184735814,Yes,Laptop,Medium,10,Yes
4868,61,Female,Russia,Entertainment,334,44,Sports,Travel,Poor,73.78273273437873,No,Smart TV,High,2,No
4869,24,Male,Russia,Entertainment,365,59,Sports,Travel,Poor,34.15830522895853,No,Tablet,High,1,Yes
4870,23,Female,Canada,Music,99,59,Fashion,Science,Fair,99.94505229919636,No,Smart TV,Medium,8,No
4871,17,Other,United States,Entertainment,51,38,Sports,Travel,Poor,84.86653117871793,Yes,Tablet,Low,4,No
4872,39,Other,Russia,Education,374,25,Comedy,Cooking,Excellent,26.00233731449689,No,Mobile,Low,6,Yes
4873,24,Female,Germany,Education,211,21,Comedy,Science,Excellent,19.510580567282755,No,Smart TV,Medium,8,Yes
4874,29,Male,Germany,Entertainment,375,42,Fashion,Science,Excellent,31.40212505833905,Yes,Laptop,Low,5,No
4875,18,Other,Russia,Gaming,297,36,Fashion,DIY,Fair,45.23448529996449,No,Smart TV,Low,6,Yes
4876,45,Other,Russia,Music,490,9,Comedy,Science,Excellent,85.07993783196139,Yes,Smart TV,High,4,Yes
4877,17,Male,Russia,Entertainment,510,12,Comedy,Cooking,Excellent,77.83622637945345,No,Laptop,High,6,Yes
4878,40,Female,Russia,Entertainment,61,10,Sports,DIY,Poor,85.1246123505876,Yes,Tablet,High,6,No
4879,26,Other,Germany,Music,112,59,Sports,Travel,Fair,27.19571149103285,No,Mobile,Low,3,No
4880,17,Male,Canada,Gaming,370,5,Fashion,DIY,Good,59.34612224518362,Yes,Mobile,High,4,No
4881,45,Male,Russia,Entertainment,433,33,Technology,Science,Excellent,28.324906227737443,Yes,Laptop,Low,6,No
4882,62,Other,United States,Gaming,214,69,Sports,Travel,Poor,10.902316071949315,No,Tablet,High,8,Yes
4883,60,Female,Canada,Education,23,80,Sports,Travel,Good,68.41977434746806,No,Tablet,Low,7,No
4884,53,Other,Germany,Gaming,479,63,Technology,Cooking,Excellent,14.299755119543878,Yes,Smart TV,Medium,4,No
4885,31,Male,Russia,Education,475,29,Sports,Science,Good,66.76977617064715,No,Mobile,Medium,3,No
4886,34,Other,Russia,Music,313,18,Technology,Cooking,Good,64.79643049054091,No,Tablet,High,8,No
4887,17,Female,Russia,Entertainment,436,93,Technology,Science,Fair,81.0248444424017,Yes,Laptop,Low,6,No
4888,14,Male,Russia,Education,119,6,Comedy,Science,Fair,13.95546045635644,Yes,Mobile,Medium,8,Yes
4889,42,Female,United States,Gaming,574,53,Technology,Travel,Excellent,78.34801485088109,No,Laptop,Medium,9,No
4890,59,Other,Russia,Entertainment,524,82,Technology,Travel,Excellent,99.92765259462371,No,Tablet,High,9,Yes
4891,51,Other,Germany,Education,77,32,Fashion,DIY,Fair,85.10424485859022,No,Smart TV,High,10,No
4892,16,Female,United States,Education,255,42,Fashion,Science,Excellent,75.18120763276663,No,Mobile,Low,9,No
4893,45,Other,Canada,Gaming,398,47,Fashion,Science,Excellent,66.21653546947076,Yes,Tablet,Medium,10,Yes
4894,25,Female,Canada,Education,317,31,Sports,Travel,Fair,42.17814846854294,Yes,Tablet,Low,1,No
4895,32,Other,Canada,Music,361,62,Fashion,Science,Good,73.05001678916022,Yes,Laptop,Low,3,Yes
4896,19,Female,Russia,Education,75,56,Comedy,Science,Excellent,72.41780351404532,Yes,Mobile,High,9,No
4897,27,Female,Canada,Gaming,469,11,Comedy,Science,Poor,63.149828268728825,No,Tablet,Low,4,Yes
4898,35,Male,United States,Entertainment,356,26,Comedy,Cooking,Fair,79.62783782978285,Yes,Smart TV,Low,10,No
4899,26,Male,United States,Gaming,334,92,Sports,DIY,Excellent,44.87638884268347,Yes,Mobile,Medium,2,Yes
4900,35,Female,Canada,Gaming,42,27,Technology,DIY,Excellent,12.125271213239063,No,Laptop,Low,1,No
4901,31,Other,Canada,Entertainment,77,83,Technology,Science,Fair,55.90677276092374,No,Smart TV,Medium,5,Yes
4902,41,Other,United States,Education,196,57,Comedy,Science,Poor,26.504352871134262,Yes,Tablet,Medium,4,No
4903,32,Other,Germany,Music,201,27,Technology,Travel,Poor,38.44330974291502,No,Tablet,Low,5,No
4904,41,Female,Canada,Gaming,222,59,Technology,DIY,Fair,1.7414903941226023,Yes,Tablet,Low,5,Yes
4905,36,Female,United States,Gaming,437,62,Technology,DIY,Poor,38.27905879178834,No,Tablet,Medium,8,Yes
4906,30,Female,Canada,Music,360,20,Sports,Travel,Excellent,80.88011061354547,No,Laptop,Low,6,Yes
4907,22,Female,United States,Gaming,117,3,Technology,DIY,Poor,54.272236693825484,Yes,Smart TV,Medium,3,Yes
4908,53,Male,Russia,Entertainment,249,16,Technology,Cooking,Excellent,0.9800526933971043,No,Mobile,Low,9,No
4909,20,Female,Canada,Education,225,44,Sports,Travel,Good,46.98438202398473,Yes,Tablet,Medium,8,Yes
4910,38,Other,Canada,Entertainment,186,93,Fashion,Science,Poor,29.145164764540745,Yes,Smart TV,Medium,9,Yes
4911,41,Male,Germany,Gaming,574,79,Comedy,Cooking,Good,47.75506553971711,Yes,Smart TV,High,4,No
4912,22,Other,Germany,Entertainment,339,30,Sports,DIY,Fair,40.4692721447877,No,Smart TV,Low,8,Yes
4913,29,Female,Germany,Gaming,570,40,Sports,Science,Poor,93.19792195573815,Yes,Smart TV,Medium,3,Yes
4914,14,Male,Germany,Education,459,65,Comedy,DIY,Excellent,4.117729896301581,Yes,Laptop,Medium,5,Yes
4915,18,Female,Canada,Entertainment,456,29,Technology,DIY,Poor,68.35880112819322,Yes,Smart TV,Low,7,No
4916,17,Male,Canada,Entertainment,546,30,Technology,Science,Fair,85.10265963017414,Yes,Laptop,Low,1,Yes
4917,40,Other,Germany,Music,188,32,Sports,Science,Fair,95.92385846504754,Yes,Laptop,Low,1,No
4918,53,Female,Germany,Music,404,10,Fashion,Cooking,Excellent,17.76362265442959,Yes,Tablet,High,3,No
4919,17,Female,Canada,Gaming,154,91,Comedy,DIY,Poor,53.13048019661939,No,Mobile,Low,4,No
4920,30,Male,Russia,Entertainment,207,51,Fashion,Travel,Good,4.358957731721191,Yes,Mobile,High,1,No
4921,38,Male,United States,Education,93,8,Sports,Travel,Fair,49.91835244550885,No,Smart TV,Low,8,No
4922,32,Female,Germany,Education,94,51,Fashion,Travel,Fair,12.545808954098192,No,Smart TV,High,2,No
4923,53,Male,United States,Music,466,36,Sports,DIY,Excellent,83.78966746987135,Yes,Mobile,Low,5,Yes
4924,61,Female,Russia,Music,485,55,Comedy,DIY,Poor,11.387000260536484,No,Mobile,High,6,Yes
4925,39,Male,Russia,Music,262,35,Fashion,Science,Good,51.32883603864953,No,Laptop,Medium,6,Yes
4926,61,Other,Russia,Education,81,36,Fashion,Cooking,Poor,52.10960689927538,Yes,Smart TV,High,6,No
4927,24,Male,Canada,Education,232,56,Comedy,DIY,Poor,97.16504979316053,No,Mobile,High,1,Yes
4928,19,Other,United States,Education,285,36,Comedy,Travel,Good,65.49806940388882,Yes,Mobile,Medium,3,No
4929,15,Male,Russia,Gaming,255,89,Sports,DIY,Excellent,28.784029307680193,No,Laptop,Low,3,No
4930,22,Male,Germany,Entertainment,350,84,Sports,Cooking,Fair,24.079930993813846,Yes,Tablet,Medium,8,Yes
4931,46,Female,Russia,Gaming,582,61,Sports,DIY,Excellent,12.824820564506489,No,Laptop,Medium,6,Yes
4932,37,Male,Germany,Entertainment,480,62,Sports,Cooking,Excellent,75.65147240490595,Yes,Mobile,Medium,2,Yes
4933,47,Male,Germany,Entertainment,463,81,Sports,Science,Poor,69.07566561823386,Yes,Smart TV,High,1,Yes
4934,28,Other,Russia,Entertainment,16,87,Comedy,Cooking,Good,60.98771273081059,No,Tablet,Medium,4,Yes
4935,14,Male,Germany,Music,197,25,Fashion,Travel,Fair,4.084044294998835,Yes,Laptop,Low,1,No
4936,36,Female,Germany,Entertainment,13,64,Technology,DIY,Poor,76.28288663942945,Yes,Tablet,High,5,No
4937,22,Other,Canada,Music,134,60,Technology,DIY,Fair,64.18875771484792,No,Tablet,High,8,No
4938,50,Female,United States,Entertainment,24,57,Sports,Travel,Poor,96.38888681104883,Yes,Laptop,Medium,10,Yes
4939,34,Female,Canada,Gaming,534,95,Technology,Cooking,Good,58.72021298768121,Yes,Smart TV,High,2,No
4940,38,Female,Canada,Gaming,249,70,Fashion,DIY,Fair,30.395190666170812,No,Mobile,Low,8,Yes
4941,55,Female,Canada,Entertainment,369,99,Fashion,DIY,Fair,38.15205521893203,No,Mobile,High,8,No
4942,51,Other,United States,Gaming,527,52,Sports,Cooking,Excellent,17.584070537823248,No,Smart TV,Medium,6,Yes
4943,39,Male,United States,Gaming,329,56,Technology,Cooking,Poor,72.29141822013851,No,Tablet,Medium,8,No
4944,41,Female,Russia,Entertainment,240,63,Comedy,Cooking,Poor,70.77216600217253,No,Smart TV,Medium,2,No
4945,59,Other,Canada,Entertainment,39,68,Comedy,DIY,Poor,20.065001547767626,No,Tablet,High,7,No
4946,50,Female,United States,Music,543,20,Sports,Travel,Excellent,15.84893231822786,Yes,Laptop,Medium,8,No
4947,32,Male,Russia,Gaming,165,54,Fashion,Travel,Excellent,7.70049332021946,No,Tablet,High,4,Yes
4948,39,Other,Canada,Gaming,408,1,Technology,Science,Fair,91.19757436817586,No,Mobile,Medium,9,No
4949,53,Other,Canada,Entertainment,355,90,Fashion,Cooking,Poor,23.306983369485113,No,Mobile,Medium,6,No
4950,32,Male,Germany,Education,204,98,Sports,Travel,Poor,34.41635267518039,Yes,Tablet,Medium,3,No
4951,56,Other,United States,Music,177,10,Fashion,Cooking,Fair,28.050450837749064,Yes,Mobile,Low,4,No
4952,31,Male,Germany,Music,386,23,Technology,DIY,Fair,41.36246026107911,Yes,Smart TV,Low,4,No
4953,32,Other,Canada,Education,498,51,Fashion,Travel,Fair,71.40487993824833,No,Tablet,Medium,1,Yes
4954,47,Other,Canada,Music,371,24,Sports,DIY,Good,87.05956337262845,Yes,Smart TV,Medium,10,No
4955,59,Male,Canada,Music,491,13,Comedy,Science,Good,18.259874952854016,Yes,Mobile,High,1,No
4956,14,Male,Russia,Gaming,253,29,Comedy,Travel,Fair,68.64123437411651,Yes,Smart TV,High,1,No
4957,42,Other,Germany,Gaming,590,58,Technology,Travel,Excellent,35.25621422424852,Yes,Tablet,Low,4,Yes
4958,46,Other,Germany,Entertainment,598,91,Sports,Science,Excellent,98.05271682972928,No,Smart TV,High,1,No
4959,34,Male,Canada,Entertainment,180,95,Sports,Cooking,Poor,29.891915928407688,No,Smart TV,High,6,Yes
4960,15,Male,Germany,Music,522,43,Fashion,Travel,Good,0.7192956007859963,No,Mobile,High,2,No
4961,18,Other,Canada,Education,415,10,Comedy,Science,Good,51.563997401984516,No,Mobile,High,1,Yes
4962,27,Other,Canada,Entertainment,583,31,Technology,DIY,Fair,15.073108427593773,No,Tablet,Low,7,Yes
4963,39,Other,Germany,Entertainment,216,74,Technology,Science,Fair,4.44944268183991,No,Tablet,Low,6,Yes
4964,22,Male,United States,Education,163,88,Technology,DIY,Fair,69.82692319477086,Yes,Mobile,High,1,Yes
4965,21,Other,Canada,Music,57,97,Fashion,Science,Fair,73.22592825084566,No,Laptop,High,10,Yes
4966,45,Female,Canada,Music,10,14,Sports,Travel,Fair,46.069901311650256,No,Mobile,Low,9,Yes
4967,44,Male,Germany,Entertainment,416,99,Technology,Cooking,Excellent,67.68855167565772,No,Laptop,Medium,6,No
4968,60,Other,Germany,Music,116,34,Fashion,Travel,Excellent,53.82394482471339,No,Smart TV,High,2,No
4969,18,Male,Germany,Music,182,17,Technology,Travel,Fair,62.980110772193164,No,Tablet,Medium,7,Yes
4970,53,Female,Canada,Entertainment,515,21,Fashion,DIY,Excellent,59.67039731879612,Yes,Smart TV,High,3,Yes
4971,48,Male,United States,Entertainment,139,96,Comedy,Travel,Fair,66.58227640555924,Yes,Smart TV,Low,7,No
4972,14,Other,United States,Gaming,407,67,Fashion,Science,Fair,19.963064867317126,Yes,Mobile,High,9,Yes
4973,41,Female,United States,Gaming,303,58,Sports,Cooking,Good,26.87066200367002,Yes,Tablet,Medium,5,No
4974,16,Female,Canada,Music,561,79,Comedy,Travel,Excellent,43.9963149507692,Yes,Laptop,Low,1,Yes
4975,13,Other,Germany,Education,456,8,Comedy,Cooking,Excellent,44.61280094191864,No,Mobile,High,5,No
4976,31,Other,United States,Gaming,25,96,Technology,DIY,Good,77.44117115869042,Yes,Mobile,High,8,Yes
4977,38,Other,United States,Music,358,38,Comedy,Travel,Excellent,36.739365922953205,Yes,Smart TV,Low,8,Yes
4978,37,Male,United States,Education,212,26,Fashion,Cooking,Good,16.25051560591824,No,Laptop,High,3,No
4979,22,Male,Canada,Gaming,143,64,Sports,Science,Poor,25.146597049107587,Yes,Mobile,Low,4,No
4980,27,Male,Germany,Gaming,535,30,Comedy,Cooking,Excellent,21.47335023842284,Yes,Tablet,High,8,Yes
4981,34,Other,Russia,Music,517,9,Sports,Science,Fair,73.1660019256022,No,Laptop,Low,8,No
4982,63,Other,Germany,Entertainment,75,32,Fashion,Science,Good,47.03396146259821,No,Mobile,High,7,Yes
4983,60,Male,Germany,Entertainment,489,11,Fashion,DIY,Fair,70.86306979709835,No,Smart TV,Low,6,Yes
