Scheme_Name,Scheme_Category,Number_of_Beneficiaries,Benefit_Level,Ease_of_Access,Awareness_Level,Overall_Satisfaction,Feedback,Location,Age_Group,Gender,Occupation,Education_Level,Household_Income,Urban_or_Rural,Access_to_Resources,Scheme_Utility,Recommendation,Response_Date,Survey_Source
Organic Farming Mission,Healthcare,4168,2,4,1,1,The scheme has significantly helped in accessing healthcare facilities.,Madurai,61+,Other,Unemployed,Graduate,Medium,Urban,3,3,2,2043-11-10,Online
Organic Farming Mission,Education,3054,4,3,4,1,Good initiative but awareness needs to be increased.,Chennai,18-30,Female,Homemaker,Graduate,Low,Urban,4,4,2,2043-11-11,In-person
Organic Farming Mission,Social Welfare,3719,3,3,4,2,Good initiative but awareness needs to be increased.,Trichy,31-40,Male,Business,Postgraduate,Medium,Urban,3,1,1,2043-11-12,In-person
Wage Protection Scheme,Women Empowerment,863,3,3,4,3,The women empowerment scheme needs more promotion in rural areas.,Coimbatore,18-30,Female,Student,Doctorate,Medium,Urban,2,5,3,2043-11-13,Online
Wage Protection Scheme,Social Welfare,2859,2,4,3,2,The education scheme needs improvement in terms of infrastructure.,Chennai,18-30,Male,Professional,High School,High,Urban,2,2,5,2043-11-14,Online
Uzhavar Naal Scheme,Women Empowerment,4585,5,5,3,5,The agricultural scheme provided necessary aid in tough times.,Trichy,31-40,Female,Business,High School,Low,Rural,1,1,3,2043-11-15,Online
Nehru Trophy for School Education,Social Welfare,2448,4,4,3,1,The scheme has significantly helped in accessing healthcare facilities.,Chennai,31-40,Other,Homemaker,High School,Low,Urban,1,2,5,2043-11-16,In-person
Organic Farming Mission,Women Empowerment,2111,2,2,5,3,The education scheme needs improvement in terms of infrastructure.,Trichy,41-50,Male,Homemaker,Postgraduate,Medium,Urban,4,4,5,2043-11-17,Online
Wage Protection Scheme,Women Empowerment,3087,1,4,3,2,Satisfied with the welfare program; could improve ease of access.,Coimbatore,41-50,Female,Professional,Doctorate,Medium,Rural,1,5,3,2043-11-18,Online
Green Tamil Nadu Mission,Social Welfare,2145,5,2,2,4,The agricultural scheme provided necessary aid in tough times.,Salem,18-30,Female,Homemaker,Graduate,Medium,Urban,3,3,2,2043-11-19,In-person
Ennum Ezhuthum,Women Empowerment,1886,1,2,2,1,The agricultural scheme provided necessary aid in tough times.,Coimbatore,18-30,Other,Unemployed,High School,Low,Rural,3,3,2,2043-11-20,In-person
Uzhavar Naal Scheme,Education,1604,4,4,5,3,The education scheme needs improvement in terms of infrastructure.,Madurai,51-60,Female,Student,High School,Low,Urban,2,4,2,2043-11-21,Online
Free Laptop Scheme,Social Welfare,4704,4,1,4,1,The education scheme needs improvement in terms of infrastructure.,Madurai,18-30,Male,Homemaker,High School,Medium,Urban,5,1,3,2043-11-22,Online
Naan Mudhalvan Scheme,Agriculture,4785,1,4,3,5,The scheme has significantly helped in accessing healthcare facilities.,Trichy,18-30,Female,Professional,Postgraduate,Medium,Urban,5,3,5,2043-11-23,Online
Wage Protection Scheme,Social Welfare,1452,5,5,3,4,The scheme has significantly helped in accessing healthcare facilities.,Madurai,61+,Male,Student,High School,High,Rural,3,3,2,2043-11-24,Phone
Organic Farming Mission,Women Empowerment,3184,1,3,3,4,The scheme has significantly helped in accessing healthcare facilities.,Trichy,51-60,Male,Unemployed,Doctorate,High,Rural,4,1,3,2043-11-25,Online
Ennum Ezhuthum,Education,2019,2,2,4,4,Satisfied with the welfare program; could improve ease of access.,Trichy,61+,Other,Professional,Doctorate,Medium,Urban,3,1,4,2043-11-26,Online
Free Laptop Scheme,Social Welfare,2506,5,1,2,5,The agricultural scheme provided necessary aid in tough times.,Coimbatore,61+,Female,Unemployed,Postgraduate,High,Urban,3,5,1,2043-11-27,Online
Pensión de Viudedad,Education,4440,3,1,4,3,The education scheme needs improvement in terms of infrastructure.,Madurai,61+,Other,Unemployed,Postgraduate,Low,Rural,4,5,5,2043-11-28,Online
Uzhavar Naal Scheme,Education,4157,1,3,2,5,The scheme has significantly helped in accessing healthcare facilities.,Trichy,18-30,Female,Unemployed,Postgraduate,Medium,Rural,4,3,1,2043-11-29,Phone
Uzhavar Naal Scheme,Education,2427,3,5,4,2,The scheme has significantly helped in accessing healthcare facilities.,Trichy,51-60,Female,Student,Doctorate,Low,Urban,5,5,4,2043-11-30,Online
Uzhavar Naal Scheme,Healthcare,1555,1,1,5,3,The women empowerment scheme needs more promotion in rural areas.,Chennai,31-40,Female,Professional,High School,Medium,Rural,3,5,5,2043-12-01,Online
Wage Protection Scheme,Education,1802,1,1,4,2,The agricultural scheme provided necessary aid in tough times.,Trichy,61+,Male,Homemaker,Doctorate,High,Rural,2,5,3,2043-12-02,In-person
Organic Farming Mission,Women Empowerment,3486,5,2,1,1,Good initiative but awareness needs to be increased.,Madurai,41-50,Other,Homemaker,Postgraduate,Medium,Rural,4,2,5,2043-12-03,In-person
Wage Protection Scheme,Women Empowerment,968,3,3,4,3,Good initiative but awareness needs to be increased.,Madurai,51-60,Male,Unemployed,Postgraduate,Low,Urban,1,5,2,2043-12-04,Phone
Climate Resilient Agriculture Scheme,Education,4092,2,5,3,1,The education scheme needs improvement in terms of infrastructure.,Coimbatore,61+,Male,Professional,Graduate,Low,Urban,4,5,1,2043-12-05,Online
Organic Farming Mission,Women Empowerment,2454,4,1,2,1,The education scheme needs improvement in terms of infrastructure.,Chennai,61+,Female,Student,Doctorate,Low,Rural,5,3,5,2043-12-06,Phone
Pensión de Viudedad,Healthcare,4359,2,3,4,1,The women empowerment scheme needs more promotion in rural areas.,Trichy,18-30,Male,Unemployed,Doctorate,Medium,Urban,3,2,3,2043-12-07,Phone
Free Laptop Scheme,Women Empowerment,4546,3,4,2,3,Satisfied with the welfare program; could improve ease of access.,Trichy,41-50,Female,Unemployed,High School,High,Rural,5,4,2,2043-12-08,Phone
Uzhavar Naal Scheme,Social Welfare,2474,4,4,1,4,Good initiative but awareness needs to be increased.,Chennai,31-40,Male,Homemaker,High School,Low,Rural,5,4,1,2043-12-09,Phone
Uzhavar Naal Scheme,Social Welfare,3101,3,5,1,2,The agricultural scheme provided necessary aid in tough times.,Coimbatore,41-50,Female,Homemaker,Postgraduate,High,Urban,4,1,4,2043-12-10,Online
Pensión de Viudedad,Social Welfare,2094,4,5,1,5,The agricultural scheme provided necessary aid in tough times.,Madurai,18-30,Female,Professional,Graduate,Medium,Urban,1,1,3,2043-12-11,Online
Free Laptop Scheme,Women Empowerment,860,3,3,4,3,The women empowerment scheme needs more promotion in rural areas.,Madurai,31-40,Female,Unemployed,Postgraduate,Medium,Urban,2,3,1,2043-12-12,Online
Uzhavar Naal Scheme,Education,3682,3,2,3,1,The education scheme needs improvement in terms of infrastructure.,Chennai,41-50,Female,Professional,Graduate,Low,Urban,5,5,1,2043-12-13,Online
Ennum Ezhuthum,Education,2080,4,5,1,1,The women empowerment scheme needs more promotion in rural areas.,Chennai,51-60,Female,Professional,Doctorate,Low,Urban,4,2,1,2043-12-14,In-person
Ennum Ezhuthum,Healthcare,3549,3,2,3,2,The scheme has significantly helped in accessing healthcare facilities.,Trichy,41-50,Male,Homemaker,High School,High,Rural,5,5,2,2043-12-15,Online
Pensión de Viudedad,Education,2080,4,4,3,2,Good initiative but awareness needs to be increased.,Trichy,18-30,Other,Business,Postgraduate,Low,Urban,1,2,4,2043-12-16,In-person
Uzhavar Naal Scheme,Education,746,3,2,4,1,Good initiative but awareness needs to be increased.,Madurai,31-40,Female,Business,High School,Low,Urban,1,5,3,2043-12-17,Phone
Organic Farming Mission,Women Empowerment,575,3,5,1,5,The agricultural scheme provided necessary aid in tough times.,Coimbatore,41-50,Female,Unemployed,Graduate,High,Urban,1,4,3,2043-12-18,In-person
Organic Farming Mission,Women Empowerment,3640,3,1,1,3,The education scheme needs improvement in terms of infrastructure.,Trichy,61+,Other,Business,Doctorate,Low,Urban,2,5,3,2043-12-19,Online
Kalaignar Health Insurance,Agriculture,424,5,1,2,2,The education scheme needs improvement in terms of infrastructure.,Coimbatore,61+,Male,Professional,Graduate,Low,Urban,3,5,4,2043-12-20,Online
Organic Farming Mission,Women Empowerment,1296,5,4,4,5,The education scheme needs improvement in terms of infrastructure.,Coimbatore,18-30,Male,Unemployed,Postgraduate,High,Urban,1,1,1,2043-12-21,Online
Amma Free Clinics,Education,3005,4,2,3,2,Satisfied with the welfare program; could improve ease of access.,Chennai,41-50,Female,Professional,Graduate,Medium,Rural,2,3,1,2043-12-22,Phone
Climate Resilient Agriculture Scheme,Agriculture,4019,1,2,1,3,Satisfied with the welfare program; could improve ease of access.,Coimbatore,31-40,Male,Student,Postgraduate,Low,Urban,3,1,2,2043-12-23,In-person
Organic Farming Mission,Healthcare,3193,1,4,4,2,Satisfied with the welfare program; could improve ease of access.,Madurai,51-60,Other,Homemaker,High School,Low,Urban,3,5,1,2043-12-24,In-person
Uzhavar Naal Scheme,Agriculture,65,5,2,2,5,The education scheme needs improvement in terms of infrastructure.,Salem,61+,Other,Professional,Graduate,High,Urban,4,3,3,2043-12-25,Online
Pensión de Viudedad,Education,1833,1,5,2,5,The agricultural scheme provided necessary aid in tough times.,Trichy,41-50,Male,Professional,Doctorate,Low,Rural,4,2,2,2043-12-26,Online
Kalaignar Health Insurance,Healthcare,4810,5,3,3,3,The scheme has significantly helped in accessing healthcare facilities.,Salem,51-60,Other,Homemaker,High School,Low,Urban,4,1,3,2043-12-27,In-person
Organic Farming Mission,Healthcare,4020,2,2,3,3,Good initiative but awareness needs to be increased.,Salem,61+,Female,Unemployed,High School,High,Urban,1,4,1,2043-12-28,In-person
Wage Protection Scheme,Women Empowerment,3087,4,1,1,5,Good initiative but awareness needs to be increased.,Chennai,41-50,Male,Professional,Graduate,Low,Urban,5,5,2,2043-12-29,In-person
Ennum Ezhuthum,Women Empowerment,419,4,5,1,4,The scheme has significantly helped in accessing healthcare facilities.,Coimbatore,51-60,Other,Homemaker,Doctorate,High,Urban,4,2,5,2043-12-30,Phone
Free Laptop Scheme,Healthcare,1246,5,5,2,3,The agricultural scheme provided necessary aid in tough times.,Salem,41-50,Male,Homemaker,High School,Low,Rural,2,5,4,2043-12-31,Phone
Wage Protection Scheme,Women Empowerment,739,3,3,1,3,The women empowerment scheme needs more promotion in rural areas.,Coimbatore,41-50,Male,Professional,Doctorate,Low,Rural,5,4,5,2044-01-01,In-person
Ennum Ezhuthum,Social Welfare,1284,5,1,4,3,The education scheme needs improvement in terms of infrastructure.,Salem,61+,Male,Professional,High School,Medium,Urban,4,5,2,2044-01-02,Phone
Wage Protection Scheme,Agriculture,3766,3,4,3,2,The scheme has significantly helped in accessing healthcare facilities.,Salem,61+,Female,Unemployed,Graduate,Low,Urban,2,2,2,2044-01-03,Phone
Wage Protection Scheme,Agriculture,2386,4,4,2,5,Good initiative but awareness needs to be increased.,Coimbatore,41-50,Other,Business,Graduate,Low,Urban,4,3,4,2044-01-04,Online
Transgender Welfare Board,Agriculture,1266,5,1,1,4,Good initiative but awareness needs to be increased.,Coimbatore,61+,Male,Professional,High School,Medium,Urban,2,2,3,2044-01-05,Online
Organic Farming Mission,Education,1105,4,3,4,3,The education scheme needs improvement in terms of infrastructure.,Chennai,31-40,Female,Student,Graduate,Medium,Urban,4,1,2,2044-01-06,In-person
Wage Protection Scheme,Social Welfare,846,3,3,1,5,The women empowerment scheme needs more promotion in rural areas.,Coimbatore,31-40,Male,Homemaker,Postgraduate,High,Urban,5,3,5,2044-01-07,In-person
Organic Farming Mission,Social Welfare,3479,5,2,5,3,Good initiative but awareness needs to be increased.,Salem,41-50,Female,Business,High School,High,Urban,3,5,4,2044-01-08,Online
Pensión de Viudedad,Agriculture,4936,2,1,3,5,Good initiative but awareness needs to be increased.,Chennai,41-50,Female,Professional,Doctorate,Low,Rural,1,1,1,2044-01-09,Phone
Free Laptop Scheme,Education,2580,4,4,2,5,The scheme has significantly helped in accessing healthcare facilities.,Coimbatore,61+,Female,Professional,Postgraduate,High,Urban,3,1,1,2044-01-10,Online
Nehru Trophy for School Education,Social Welfare,506,2,2,2,2,Good initiative but awareness needs to be increased.,Chennai,18-30,Male,Homemaker,Graduate,Low,Rural,1,4,1,2044-01-11,Phone
Wage Protection Scheme,Women Empowerment,956,4,5,2,1,The women empowerment scheme needs more promotion in rural areas.,Chennai,41-50,Male,Homemaker,Graduate,Low,Urban,5,5,4,2044-01-12,Phone
Organic Farming Mission,Social Welfare,4853,5,3,2,5,The scheme has significantly helped in accessing healthcare facilities.,Trichy,18-30,Other,Business,Graduate,High,Urban,1,5,2,2044-01-13,In-person
Uzhavar Naal Scheme,Social Welfare,3654,5,1,4,1,The women empowerment scheme needs more promotion in rural areas.,Coimbatore,18-30,Other,Professional,High School,Medium,Urban,1,2,1,2044-01-14,Online
Ennum Ezhuthum,Healthcare,55,3,4,5,4,Satisfied with the welfare program; could improve ease of access.,Trichy,61+,Female,Student,High School,Low,Urban,1,5,4,2044-01-15,In-person
Organic Farming Mission,Healthcare,3736,2,4,3,5,Satisfied with the welfare program; could improve ease of access.,Salem,41-50,Female,Business,Graduate,Low,Urban,3,3,1,2044-01-16,In-person
Uzhavar Naal Scheme,Agriculture,3448,2,1,3,2,Satisfied with the welfare program; could improve ease of access.,Coimbatore,18-30,Male,Unemployed,High School,Low,Urban,3,5,2,2044-01-17,In-person
Uzhavar Naal Scheme,Agriculture,158,1,4,1,2,Good initiative but awareness needs to be increased.,Chennai,41-50,Other,Business,Postgraduate,Medium,Urban,2,4,2,2044-01-18,In-person
Kalaignar Health Insurance,Education,832,3,4,1,1,The scheme has significantly helped in accessing healthcare facilities.,Chennai,51-60,Female,Business,High School,Low,Urban,3,4,4,2044-01-19,Online
Nehru Trophy for School Education,Women Empowerment,3386,5,5,2,2,The education scheme needs improvement in terms of infrastructure.,Coimbatore,18-30,Other,Professional,Graduate,Medium,Rural,2,2,2,2044-01-20,In-person
Wage Protection Scheme,Women Empowerment,3516,1,1,1,2,Good initiative but awareness needs to be increased.,Madurai,31-40,Male,Professional,Doctorate,Low,Rural,3,5,4,2044-01-21,Online
Organic Farming Mission,Education,4474,2,5,1,1,Good initiative but awareness needs to be increased.,Coimbatore,61+,Female,Business,Doctorate,Medium,Urban,4,1,4,2044-01-22,Phone
Organic Farming Mission,Agriculture,1875,5,3,2,3,The agricultural scheme provided necessary aid in tough times.,Coimbatore,51-60,Female,Student,Doctorate,Low,Urban,4,3,3,2044-01-23,Online
Pensión de Viudedad,Agriculture,3423,5,1,2,5,The women empowerment scheme needs more promotion in rural areas.,Salem,41-50,Female,Professional,Doctorate,Low,Urban,4,1,1,2044-01-24,Online
Organic Farming Mission,Social Welfare,3471,4,4,1,1,The women empowerment scheme needs more promotion in rural areas.,Chennai,51-60,Male,Student,Postgraduate,Medium,Urban,5,2,5,2044-01-25,Phone
Free DTH Scheme,Agriculture,519,3,2,3,1,Satisfied with the welfare program; could improve ease of access.,Chennai,31-40,Female,Homemaker,Graduate,Medium,Urban,3,1,5,2044-01-26,In-person
Wage Protection Scheme,Women Empowerment,1803,1,4,3,1,The agricultural scheme provided necessary aid in tough times.,Madurai,61+,Female,Unemployed,Doctorate,Low,Urban,4,3,3,2044-01-27,Online
Organic Farming Mission,Social Welfare,1871,3,4,1,1,The agricultural scheme provided necessary aid in tough times.,Chennai,61+,Female,Professional,Graduate,Low,Rural,2,1,3,2044-01-28,Phone
Organic Farming Mission,Women Empowerment,4797,2,1,4,3,Good initiative but awareness needs to be increased.,Coimbatore,41-50,Male,Unemployed,Postgraduate,Medium,Urban,5,1,5,2044-01-29,In-person
Organic Farming Mission,Agriculture,149,4,4,5,3,The women empowerment scheme needs more promotion in rural areas.,Chennai,18-30,Other,Professional,Doctorate,Medium,Urban,5,5,2,2044-01-30,In-person
Wage Protection Scheme,Education,1336,4,2,3,4,The women empowerment scheme needs more promotion in rural areas.,Chennai,51-60,Female,Student,High School,Low,Urban,2,4,5,2044-01-31,Phone
Pensión de Viudedad,Healthcare,935,4,1,1,4,The agricultural scheme provided necessary aid in tough times.,Coimbatore,41-50,Other,Business,High School,Low,Urban,1,3,3,2044-02-01,Online
Climate Resilient Agriculture Scheme,Women Empowerment,3043,1,2,2,2,The women empowerment scheme needs more promotion in rural areas.,Madurai,18-30,Female,Professional,Doctorate,Low,Urban,1,3,4,2044-02-02,Online
Organic Farming Mission,Women Empowerment,4735,3,4,5,3,Satisfied with the welfare program; could improve ease of access.,Coimbatore,18-30,Female,Business,Postgraduate,Medium,Urban,3,1,2,2044-02-03,Online
Organic Farming Mission,Social Welfare,4962,2,3,3,1,Good initiative but awareness needs to be increased.,Chennai,41-50,Other,Unemployed,Postgraduate,Medium,Urban,4,3,2,2044-02-04,In-person
Nehru Trophy for School Education,Agriculture,3315,4,1,4,3,Good initiative but awareness needs to be increased.,Coimbatore,51-60,Other,Professional,High School,High,Urban,1,3,1,2044-02-05,In-person
Free DTH Scheme,Women Empowerment,4811,1,3,5,5,The scheme has significantly helped in accessing healthcare facilities.,Salem,41-50,Female,Professional,Doctorate,Low,Urban,1,3,3,2044-02-06,In-person
Nehru Trophy for School Education,Social Welfare,970,2,2,1,3,Good initiative but awareness needs to be increased.,Salem,31-40,Male,Unemployed,Graduate,Medium,Urban,1,1,5,2044-02-07,Phone
Nehru Trophy for School Education,Women Empowerment,768,5,3,4,4,The scheme has significantly helped in accessing healthcare facilities.,Madurai,51-60,Female,Professional,High School,Low,Urban,5,1,4,2044-02-08,In-person
Free Laptop Scheme,Social Welfare,554,5,3,4,5,Satisfied with the welfare program; could improve ease of access.,Chennai,18-30,Female,Professional,Graduate,Medium,Urban,5,3,1,2044-02-09,Phone
Pensión de Viudedad,Education,4312,4,5,5,4,The agricultural scheme provided necessary aid in tough times.,Madurai,18-30,Other,Professional,High School,Medium,Rural,1,1,1,2044-02-10,Online
Free DTH Scheme,Healthcare,1825,1,5,3,4,The women empowerment scheme needs more promotion in rural areas.,Madurai,51-60,Female,Unemployed,Graduate,Low,Rural,2,3,3,2044-02-11,In-person
Nehru Trophy for School Education,Social Welfare,1824,2,3,2,1,The agricultural scheme provided necessary aid in tough times.,Trichy,51-60,Female,Professional,Graduate,Medium,Urban,1,4,5,2044-02-12,In-person
Uzhavar Naal Scheme,Education,366,3,3,1,5,The education scheme needs improvement in terms of infrastructure.,Chennai,41-50,Female,Professional,Postgraduate,Medium,Rural,4,1,4,2044-02-13,Phone
Wage Protection Scheme,Women Empowerment,4539,3,5,2,4,The agricultural scheme provided necessary aid in tough times.,Coimbatore,18-30,Female,Business,Graduate,Low,Urban,5,5,2,2044-02-14,Online
Wage Protection Scheme,Agriculture,2587,2,1,1,4,The scheme has significantly helped in accessing healthcare facilities.,Chennai,18-30,Female,Homemaker,Postgraduate,Low,Urban,3,4,5,2044-02-15,In-person
Kalaignar Health Insurance,Agriculture,2619,5,4,4,3,Satisfied with the welfare program; could improve ease of access.,Madurai,31-40,Female,Homemaker,Graduate,Low,Urban,3,2,2,2044-02-16,Online
Organic Farming Mission,Healthcare,3370,4,3,4,4,The agricultural scheme provided necessary aid in tough times.,Trichy,31-40,Male,Student,High School,Medium,Urban,4,3,4,2044-02-17,Phone
Climate Resilient Agriculture Scheme,Women Empowerment,3463,3,1,1,2,The scheme has significantly helped in accessing healthcare facilities.,Trichy,41-50,Female,Professional,Postgraduate,Medium,Urban,4,3,2,2044-02-18,Phone
Free Laptop Scheme,Education,4609,1,4,4,3,The women empowerment scheme needs more promotion in rural areas.,Chennai,41-50,Male,Professional,Postgraduate,Medium,Urban,5,3,3,2044-02-19,Phone
Amma Free Clinics,Education,815,1,3,5,2,Good initiative but awareness needs to be increased.,Coimbatore,31-40,Female,Professional,Graduate,Medium,Urban,3,4,2,2044-02-20,Phone
Free Laptop Scheme,Education,4396,1,3,5,1,The education scheme needs improvement in terms of infrastructure.,Coimbatore,51-60,Female,Business,High School,Low,Urban,5,5,1,2044-02-21,Phone
Uzhavar Naal Scheme,Women Empowerment,1892,1,2,2,4,The agricultural scheme provided necessary aid in tough times.,Madurai,31-40,Male,Professional,Graduate,High,Urban,5,2,2,2044-02-22,In-person
Organic Farming Mission,Women Empowerment,2268,2,4,3,5,The education scheme needs improvement in terms of infrastructure.,Salem,18-30,Male,Professional,High School,Low,Urban,2,1,4,2044-02-23,Online
Climate Resilient Agriculture Scheme,Social Welfare,1679,2,5,3,1,The women empowerment scheme needs more promotion in rural areas.,Chennai,18-30,Male,Student,Postgraduate,Medium,Urban,5,1,3,2044-02-24,Online
Uzhavar Naal Scheme,Women Empowerment,1627,2,1,2,5,The scheme has significantly helped in accessing healthcare facilities.,Chennai,51-60,Male,Homemaker,High School,Medium,Rural,5,2,3,2044-02-25,Phone
Amma Unavagam Scheme,Social Welfare,3692,2,4,2,2,Satisfied with the welfare program; could improve ease of access.,Chennai,51-60,Other,Professional,High School,Low,Urban,5,3,5,2044-02-26,In-person
Free Laptop Scheme,Education,4075,3,1,5,4,The agricultural scheme provided necessary aid in tough times.,Chennai,51-60,Female,Professional,Graduate,High,Urban,2,5,4,2044-02-27,Online
Wage Protection Scheme,Agriculture,3480,4,5,1,5,The education scheme needs improvement in terms of infrastructure.,Madurai,18-30,Female,Professional,Graduate,Medium,Urban,2,4,2,2044-02-28,Online
Organic Farming Mission,Social Welfare,1356,3,2,5,2,The education scheme needs improvement in terms of infrastructure.,Salem,51-60,Other,Unemployed,Doctorate,Low,Rural,2,5,1,2044-02-29,Online
Uzhavar Naal Scheme,Education,4335,4,2,3,5,The agricultural scheme provided necessary aid in tough times.,Chennai,31-40,Female,Business,Doctorate,Low,Rural,3,3,3,2044-03-01,In-person
Free DTH Scheme,Women Empowerment,2485,1,4,3,3,The women empowerment scheme needs more promotion in rural areas.,Coimbatore,61+,Male,Professional,Graduate,High,Rural,3,1,4,2044-03-02,Phone
Wage Protection Scheme,Education,2593,3,2,2,2,Good initiative but awareness needs to be increased.,Coimbatore,31-40,Male,Unemployed,Doctorate,Low,Urban,2,4,2,2044-03-03,Online
Wage Protection Scheme,Agriculture,3837,3,2,5,3,The education scheme needs improvement in terms of infrastructure.,Madurai,61+,Male,Student,High School,Medium,Urban,2,1,1,2044-03-04,Phone
Green Tamil Nadu Mission,Agriculture,1637,5,1,2,1,The agricultural scheme provided necessary aid in tough times.,Salem,41-50,Male,Homemaker,Graduate,Medium,Rural,1,3,5,2044-03-05,Online
Pensión de Viudedad,Women Empowerment,2738,4,3,5,5,The women empowerment scheme needs more promotion in rural areas.,Trichy,18-30,Female,Homemaker,Graduate,High,Urban,1,5,5,2044-03-06,Online
Wage Protection Scheme,Women Empowerment,1601,1,1,4,2,Good initiative but awareness needs to be increased.,Chennai,41-50,Other,Business,Doctorate,Medium,Urban,1,3,4,2044-03-07,Phone
Wage Protection Scheme,Healthcare,3335,2,5,5,1,Satisfied with the welfare program; could improve ease of access.,Coimbatore,18-30,Female,Homemaker,Doctorate,Medium,Urban,3,5,2,2044-03-08,Online
Kalaignar Health Insurance,Education,3678,1,4,4,1,The education scheme needs improvement in terms of infrastructure.,Madurai,18-30,Female,Student,High School,High,Urban,3,5,3,2044-03-09,Phone
Wage Protection Scheme,Education,1557,4,4,5,1,Satisfied with the welfare program; could improve ease of access.,Coimbatore,18-30,Other,Professional,Graduate,Medium,Urban,3,1,5,2044-03-10,In-person
Green Tamil Nadu Mission,Agriculture,4167,3,2,1,4,The agricultural scheme provided necessary aid in tough times.,Salem,31-40,Male,Student,Postgraduate,Low,Urban,3,4,2,2044-03-11,Phone
Free Sanitary Napkin Scheme,Social Welfare,4012,1,3,3,3,The women empowerment scheme needs more promotion in rural areas.,Madurai,31-40,Female,Homemaker,Doctorate,High,Rural,2,5,4,2044-03-12,Phone
Climate Resilient Agriculture Scheme,Social Welfare,2228,1,3,2,3,Good initiative but awareness needs to be increased.,Coimbatore,51-60,Other,Homemaker,Postgraduate,Low,Urban,3,1,5,2044-03-13,Phone
Free Laptop Scheme,Agriculture,2647,2,2,1,2,Good initiative but awareness needs to be increased.,Trichy,31-40,Other,Homemaker,Postgraduate,Medium,Urban,5,2,5,2044-03-14,Phone
Organic Farming Mission,Women Empowerment,4711,5,1,3,1,The scheme has significantly helped in accessing healthcare facilities.,Trichy,61+,Other,Professional,High School,Medium,Urban,3,5,1,2044-03-15,Online
Uzhavar Naal Scheme,Education,2009,1,5,4,5,The education scheme needs improvement in terms of infrastructure.,Salem,18-30,Male,Professional,Doctorate,Medium,Urban,3,2,1,2044-03-16,In-person
Climate Resilient Agriculture Scheme,Education,2286,3,2,2,3,Satisfied with the welfare program; could improve ease of access.,Coimbatore,41-50,Other,Business,Doctorate,Low,Urban,2,4,1,2044-03-17,Online
Ennum Ezhuthum,Agriculture,1740,2,3,3,2,Satisfied with the welfare program; could improve ease of access.,Chennai,18-30,Male,Business,Graduate,Medium,Urban,4,4,4,2044-03-18,Phone
Wage Protection Scheme,Social Welfare,3398,5,3,2,2,The education scheme needs improvement in terms of infrastructure.,Trichy,18-30,Male,Professional,High School,Low,Urban,4,3,4,2044-03-19,Online
Organic Farming Mission,Agriculture,3511,2,2,1,2,The women empowerment scheme needs more promotion in rural areas.,Salem,51-60,Other,Business,High School,Medium,Urban,2,4,5,2044-03-20,Phone
Wage Protection Scheme,Agriculture,1678,4,5,3,1,The scheme has significantly helped in accessing healthcare facilities.,Chennai,31-40,Other,Homemaker,Postgraduate,Low,Rural,3,4,5,2044-03-21,Phone
Free Laptop Scheme,Healthcare,2985,1,3,2,5,The scheme has significantly helped in accessing healthcare facilities.,Coimbatore,18-30,Male,Homemaker,Graduate,High,Rural,5,4,5,2044-03-22,Online
Free DTH Scheme,Women Empowerment,3633,4,3,4,4,The women empowerment scheme needs more promotion in rural areas.,Chennai,51-60,Male,Unemployed,High School,Low,Urban,1,1,3,2044-03-23,Phone
Wage Protection Scheme,Education,1984,2,2,4,3,The education scheme needs improvement in terms of infrastructure.,Salem,41-50,Female,Unemployed,Graduate,Low,Urban,5,2,1,2044-03-24,Online
Organic Farming Mission,Women Empowerment,2708,4,1,5,3,The agricultural scheme provided necessary aid in tough times.,Madurai,18-30,Other,Homemaker,Postgraduate,Medium,Urban,5,1,5,2044-03-25,In-person
Organic Farming Mission,Social Welfare,3043,1,2,5,2,Satisfied with the welfare program; could improve ease of access.,Madurai,18-30,Female,Student,Postgraduate,Medium,Urban,3,4,4,2044-03-26,Phone
Organic Farming Mission,Healthcare,1932,5,2,2,2,Good initiative but awareness needs to be increased.,Coimbatore,18-30,Male,Professional,Postgraduate,High,Urban,5,5,2,2044-03-27,In-person
Wage Protection Scheme,Social Welfare,4285,2,1,4,1,The agricultural scheme provided necessary aid in tough times.,Coimbatore,18-30,Female,Student,Graduate,Low,Urban,4,5,2,2044-03-28,In-person
Tamil Nadu Startup and Innovation Mission,Healthcare,4255,4,4,3,3,The agricultural scheme provided necessary aid in tough times.,Trichy,51-60,Male,Student,Postgraduate,Low,Rural,3,3,3,2044-03-29,In-person
Free Sanitary Napkin Scheme,Social Welfare,3418,4,1,3,1,The women empowerment scheme needs more promotion in rural areas.,Coimbatore,31-40,Male,Unemployed,Graduate,Low,Urban,4,4,3,2044-03-30,Phone
Wage Protection Scheme,Women Empowerment,1252,4,1,1,1,The agricultural scheme provided necessary aid in tough times.,Coimbatore,41-50,Other,Student,Postgraduate,Low,Urban,1,2,1,2044-03-31,Online
Wage Protection Scheme,Education,4243,5,5,5,5,Good initiative but awareness needs to be increased.,Chennai,18-30,Male,Unemployed,Doctorate,High,Rural,4,3,4,2044-04-01,Phone
Kalaignar Health Insurance,Agriculture,2817,2,4,4,4,The women empowerment scheme needs more promotion in rural areas.,Trichy,18-30,Female,Unemployed,Graduate,Medium,Urban,3,1,2,2044-04-02,Phone
