Scheme_Name,Scheme_Category,Number_of_Beneficiaries,Benefit_Level,Ease_of_Access,Awareness_Level,Overall_Satisfaction,Feedback,Location,Age_Group,Gender,Occupation,Education_Level,Household_Income,Urban_or_Rural,Access_to_Resources,Scheme_Utility,Recommendation,Response_Date,Survey_Source
Kalaignar's Comprehensive Health Insurance Scheme,Infrastructure,1855,2,1,5,2,"Overall satisfied, but improvements can be made in ease of access.",Salem,46-60,Other,Unemployed,High School,Middle,Rural,3,4,1,2023-01-11 13:08:09.158,Phone
Nehru Trophy for Excellence in School Education,Education,1677,1,5,2,4,The scheme has positively impacted education opportunities for children.,Madurai,Under 18,Male,Business,High School,Lower-Middle,Urban,4,5,3,2023-09-20 13:08:09.158,Phone
Free Laptop Scheme for College Students,Employment,1396,5,5,4,5,The scheme has significantly improved healthcare access in our area.,Madurai,Under 18,Male,Service,Doctorate,Low,Rural,3,4,4,2023-06-17 13:08:09.158,In-person
Kalaignar's Comprehensive Health Insurance Scheme,Employment,3874,5,1,4,4,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,Above 60,Female,Service,Doctorate,Middle,Urban,2,1,1,2023-11-21 13:08:09.158,Phone
Green Tamil Nadu Mission,Infrastructure,2320,2,1,1,1,The scheme has positively impacted education opportunities for children.,Salem,31-45,Male,Homemaker,Postgraduate,Low,Rural,1,5,3,2023-11-28 13:08:09.158,Phone
Ennum Ezhuthum,Education,1072,3,3,5,1,This initiative has boosted employment prospects for many in our community.,Coimbatore,18-30,Male,Unemployed,Postgraduate,Upper-Middle,Rural,2,5,2,2023-05-07 13:08:09.158,Phone
Amma Free Clinics,Employment,1130,1,5,3,2,The scheme has positively impacted education opportunities for children.,Salem,46-60,Male,Service,Graduate,High,Rural,2,2,4,2023-02-01 13:08:09.158,Phone
Transgender Welfare Board,Infrastructure,2693,5,5,2,1,"Overall satisfied, but improvements can be made in ease of access.",Chennai,Under 18,Other,Business,Graduate,High,Urban,5,4,5,2023-05-17 13:08:09.158,Phone
Pensión de Viudedad,Health,4092,4,2,1,5,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,18-30,Male,Business,Doctorate,Upper-Middle,Rural,4,3,3,2023-09-03 13:08:09.158,In-person
Tamil Nadu Startup and Innovation Mission,Infrastructure,4713,4,2,2,1,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,18-30,Other,Homemaker,Doctorate,Upper-Middle,Urban,4,3,4,2023-10-02 13:08:09.158,Online
Free DTH Scheme,Education,1013,3,5,3,4,The scheme has significantly improved healthcare access in our area.,Chennai,Under 18,Male,Service,Postgraduate,High,Urban,2,2,3,2023-05-12 13:08:09.158,Online
Climate Resilient Agriculture Scheme,Employment,2281,2,2,1,5,"Overall satisfied, but improvements can be made in ease of access.",Madurai,Above 60,Female,Unemployed,Graduate,Middle,Rural,4,2,5,2023-04-28 13:08:09.158,In-person
Green Tamil Nadu Mission,Employment,3297,2,5,2,1,The scheme has positively impacted education opportunities for children.,Salem,Under 18,Other,Student,Graduate,Low,Urban,5,2,2,2023-07-05 13:08:09.158,In-person
Ennum Ezhuthum,Education,1562,2,4,3,3,The scheme has significantly improved healthcare access in our area.,Madurai,46-60,Female,Business,Doctorate,Upper-Middle,Rural,1,1,5,2023-07-11 13:08:09.158,Phone
Uzhavar Naal Scheme,Health,2478,4,3,1,3,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,Under 18,Female,Student,Doctorate,High,Rural,3,1,5,2023-10-30 13:08:09.158,Phone
Ennum Ezhuthum,Education,3554,2,2,3,4,The scheme has positively impacted education opportunities for children.,Chennai,46-60,Other,Homemaker,High School,Upper-Middle,Urban,4,1,5,2023-04-09 13:08:09.158,Online
Free DTH Scheme,Employment,3653,4,5,1,2,The scheme has positively impacted education opportunities for children.,Chennai,46-60,Other,Student,Graduate,High,Urban,2,1,1,2023-07-25 13:08:09.158,Phone
Kalaignar's Comprehensive Health Insurance Scheme,Health,1407,3,2,4,2,"Overall satisfied, but improvements can be made in ease of access.",Salem,Under 18,Other,Business,Graduate,Lower-Middle,Rural,4,2,4,2023-02-07 13:08:09.158,Phone
Ennum Ezhuthum,Health,1289,1,3,4,1,The scheme has significantly improved healthcare access in our area.,Tirunelveli,18-30,Female,Service,Doctorate,Low,Rural,2,2,3,2023-02-25 13:08:09.158,Online
Kalaignar's Comprehensive Health Insurance Scheme,Education,787,5,4,2,5,The scheme has significantly improved healthcare access in our area.,Salem,18-30,Other,Unemployed,Graduate,High,Rural,3,1,2,2023-10-29 13:08:09.158,Online
Organic Farming Mission,Education,4761,3,1,5,2,"Overall satisfied, but improvements can be made in ease of access.",Chennai,46-60,Female,Unemployed,Doctorate,Middle,Urban,4,1,3,2023-08-06 13:08:09.158,Phone
Makkalai Thedi Maruthuvam,Infrastructure,1307,4,1,5,3,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,Under 18,Male,Student,Graduate,High,Urban,3,5,1,2023-03-17 13:08:09.158,In-person
Transgender Welfare Board,Health,1994,3,2,3,2,This initiative has boosted employment prospects for many in our community.,Tirunelveli,Under 18,Male,Business,High School,Low,Rural,2,4,2,2023-05-17 13:08:09.158,Online
Amma Unavagam Scheme,Education,1911,5,5,1,3,The scheme has significantly improved healthcare access in our area.,Chennai,Above 60,Male,Business,High School,High,Urban,5,5,1,2023-01-19 13:08:09.158,In-person
Kalaignar's Wage Protection Scheme,Infrastructure,3283,1,3,4,2,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,18-30,Male,Service,Graduate,Lower-Middle,Urban,5,4,3,2023-08-17 13:08:09.158,Online
Naan Mudhalvan Scheme,Employment,3897,5,4,5,4,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,18-30,Female,Service,High School,Middle,Urban,1,1,2,2023-05-28 13:08:09.158,Online
Climate Resilient Agriculture Scheme,Employment,1744,4,4,4,5,This initiative has boosted employment prospects for many in our community.,Coimbatore,46-60,Female,Business,Doctorate,Upper-Middle,Urban,2,1,3,2023-06-24 13:08:09.158,Online
Transgender Welfare Board,Health,4068,5,4,3,1,The scheme has significantly improved healthcare access in our area.,Chennai,46-60,Female,Homemaker,Primary School,Low,Urban,2,1,4,2022-12-20 13:08:09.158,Online
Naan Mudhalvan Scheme,Infrastructure,2816,3,1,3,3,The scheme has significantly improved healthcare access in our area.,Madurai,Above 60,Male,Student,Graduate,Low,Urban,2,5,1,2023-06-22 13:08:09.158,In-person
Makkalai Thedi Maruthuvam,Education,290,2,3,1,2,"Overall satisfied, but improvements can be made in ease of access.",Madurai,46-60,Female,Unemployed,Graduate,Low,Rural,5,2,4,2023-06-12 13:08:09.158,Online
Free Laptop Scheme for College Students,Employment,1435,3,1,5,1,The scheme has positively impacted education opportunities for children.,Salem,18-30,Male,Student,Postgraduate,Upper-Middle,Rural,5,4,4,2023-06-23 13:08:09.158,Phone
Transgender Welfare Board,Infrastructure,4903,4,2,3,3,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,18-30,Female,Student,Graduate,High,Rural,5,5,3,2023-11-04 13:08:09.158,Online
Pensión de Viudedad,Health,3206,1,4,3,3,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,18-30,Male,Student,High School,High,Urban,4,1,3,2023-10-18 13:08:09.158,In-person
Amma Unavagam Scheme,Employment,478,5,3,4,4,The scheme has significantly improved healthcare access in our area.,Chennai,Above 60,Other,Unemployed,Doctorate,Middle,Urban,4,2,5,2023-12-06 13:08:09.158,In-person
Nehru Trophy for Excellence in School Education,Employment,4582,1,4,2,2,The scheme has positively impacted education opportunities for children.,Chennai,31-45,Other,Student,Graduate,Upper-Middle,Rural,5,5,5,2023-08-04 13:08:09.158,In-person
Green Tamil Nadu Mission,Health,3929,4,1,5,1,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,Above 60,Other,Student,High School,High,Rural,3,4,2,2023-09-30 13:08:09.158,In-person
Free Sanitary Napkin Scheme,Education,715,5,1,1,2,"Overall satisfied, but improvements can be made in ease of access.",Madurai,Under 18,Male,Service,Primary School,Middle,Urban,4,1,3,2023-08-23 13:08:09.158,Online
Nehru Trophy for Excellence in School Education,Employment,2430,3,1,1,2,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,Above 60,Other,Student,High School,Lower-Middle,Rural,4,4,1,2023-02-25 13:08:09.158,Online
Climate Resilient Agriculture Scheme,Infrastructure,1854,3,4,4,5,"Overall satisfied, but improvements can be made in ease of access.",Coimbatore,46-60,Other,Homemaker,Graduate,Low,Urban,4,1,3,2023-06-03 13:08:09.158,Phone
Makkalai Thedi Maruthuvam,Education,563,4,3,1,3,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,46-60,Other,Business,Doctorate,Lower-Middle,Urban,4,1,3,2023-03-08 13:08:09.158,In-person
Amma Unavagam Scheme,Infrastructure,1066,5,3,3,3,The scheme has significantly improved healthcare access in our area.,Madurai,Above 60,Other,Unemployed,Postgraduate,High,Urban,1,3,4,2023-01-01 13:08:09.158,Phone
Amma Free Clinics,Education,4367,3,2,5,5,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,31-45,Other,Business,Graduate,Lower-Middle,Rural,4,4,4,2023-11-13 13:08:09.158,Online
Free Laptop Scheme for College Students,Education,3258,4,4,1,5,The scheme has positively impacted education opportunities for children.,Coimbatore,46-60,Female,Homemaker,High School,Low,Urban,3,2,5,2023-06-06 13:08:09.159,Online
Pensión de Viudedad,Health,3724,4,2,5,2,"Overall satisfied, but improvements can be made in ease of access.",Salem,Above 60,Female,Homemaker,High School,Middle,Urban,1,1,2,2023-12-08 13:08:09.159,In-person
Free DTH Scheme,Education,789,1,2,1,3,The scheme has significantly improved healthcare access in our area.,Madurai,46-60,Other,Business,Doctorate,Lower-Middle,Urban,4,2,2,2022-12-18 13:08:09.159,Online
Free Laptop Scheme for College Students,Health,2722,3,2,2,1,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,Above 60,Other,Homemaker,High School,Low,Urban,2,5,3,2023-05-22 13:08:09.159,In-person
Transgender Welfare Board,Education,2312,5,2,2,4,The scheme has significantly improved healthcare access in our area.,Salem,Above 60,Male,Business,High School,Low,Rural,1,1,1,2023-06-06 13:08:09.159,Online
Transgender Welfare Board,Infrastructure,482,3,1,5,5,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,18-30,Female,Homemaker,Doctorate,High,Urban,4,1,4,2023-01-07 13:08:09.159,In-person
Amma Free Clinics,Health,2356,3,2,2,1,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,Above 60,Female,Service,Primary School,High,Rural,3,1,1,2023-10-08 13:08:09.159,Online
Makkalai Thedi Maruthuvam,Infrastructure,3910,3,3,2,1,This initiative has boosted employment prospects for many in our community.,Coimbatore,18-30,Male,Business,Postgraduate,Middle,Rural,5,2,4,2023-08-19 13:08:09.159,In-person
Free Laptop Scheme for College Students,Health,3603,4,2,3,2,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,46-60,Male,Homemaker,Primary School,High,Rural,4,3,3,2023-06-14 13:08:09.159,In-person
Nehru Trophy for Excellence in School Education,Education,1512,2,1,1,5,The scheme has significantly improved healthcare access in our area.,Madurai,18-30,Other,Business,High School,Upper-Middle,Urban,2,4,2,2023-02-16 13:08:09.159,Online
Organic Farming Mission,Employment,1683,2,5,2,1,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,Above 60,Male,Business,High School,Lower-Middle,Rural,3,1,3,2023-05-26 13:08:09.159,Online
Transgender Welfare Board,Health,471,1,5,5,4,The scheme has positively impacted education opportunities for children.,Madurai,Above 60,Other,Homemaker,High School,Lower-Middle,Urban,1,4,4,2023-03-04 13:08:09.159,In-person
Tamil Nadu Startup and Innovation Mission,Health,710,3,5,3,1,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,Under 18,Female,Homemaker,Doctorate,Middle,Urban,3,4,2,2023-11-19 13:08:09.159,In-person
Free Laptop Scheme for College Students,Infrastructure,215,2,4,2,4,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,18-30,Male,Business,Postgraduate,Lower-Middle,Urban,4,4,1,2023-06-08 13:08:09.159,Online
Organic Farming Mission,Employment,546,1,3,5,4,The scheme has positively impacted education opportunities for children.,Coimbatore,18-30,Male,Student,Postgraduate,Upper-Middle,Rural,2,2,1,2023-06-27 13:08:09.159,Online
Amma Unavagam Scheme,Health,1491,4,1,1,4,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,Above 60,Other,Business,Doctorate,High,Rural,3,4,5,2023-12-02 13:08:09.159,In-person
Kalaignar's Comprehensive Health Insurance Scheme,Employment,3424,3,5,2,5,The scheme has positively impacted education opportunities for children.,Chennai,18-30,Other,Business,Doctorate,Low,Urban,3,5,1,2023-08-31 13:08:09.159,Online
Climate Resilient Agriculture Scheme,Employment,1440,5,1,5,4,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,46-60,Male,Service,Primary School,Low,Rural,5,2,5,2023-03-12 13:08:09.159,In-person
Nehru Trophy for Excellence in School Education,Employment,4610,4,1,5,5,"Overall satisfied, but improvements can be made in ease of access.",Coimbatore,46-60,Male,Student,Graduate,Upper-Middle,Urban,5,2,2,2023-07-01 13:08:09.159,Online
Amma Free Clinics,Employment,3039,1,4,4,1,The scheme has positively impacted education opportunities for children.,Madurai,Under 18,Female,Business,Graduate,Middle,Urban,4,5,3,2023-12-02 13:08:09.159,In-person
Ennum Ezhuthum,Employment,3799,4,5,5,4,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,Above 60,Male,Service,Primary School,Middle,Urban,1,3,3,2022-12-14 13:08:09.159,Phone
Pensión de Viudedad,Employment,1173,5,2,4,3,The scheme has positively impacted education opportunities for children.,Salem,46-60,Other,Student,Doctorate,High,Urban,1,3,2,2023-10-27 13:08:09.159,In-person
Amma Unavagam Scheme,Employment,4913,4,1,1,1,The scheme has significantly improved healthcare access in our area.,Tirunelveli,Under 18,Female,Service,Primary School,Middle,Urban,2,1,2,2023-06-21 13:08:09.159,In-person
Kalaignar's Wage Protection Scheme,Employment,3669,1,5,1,3,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,18-30,Male,Business,Primary School,Middle,Rural,4,3,4,2023-01-29 13:08:09.159,Phone
Kalaignar's Wage Protection Scheme,Infrastructure,3250,5,1,3,3,The scheme has positively impacted education opportunities for children.,Chennai,18-30,Female,Service,Doctorate,Low,Rural,1,1,1,2023-02-02 13:08:09.159,In-person
Kalaignar's Wage Protection Scheme,Health,1705,5,4,4,2,The scheme has significantly improved healthcare access in our area.,Chennai,31-45,Male,Service,High School,High,Rural,3,4,1,2023-03-05 13:08:09.159,Online
Free Sanitary Napkin Scheme,Employment,4757,4,4,5,5,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,Above 60,Other,Homemaker,Primary School,Upper-Middle,Rural,4,1,1,2023-09-26 13:08:09.159,Phone
Transgender Welfare Board,Employment,2394,5,2,3,2,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,46-60,Male,Service,Doctorate,High,Rural,3,3,5,2023-01-09 13:08:09.159,Phone
Uzhavar Naal Scheme,Infrastructure,3762,4,4,3,5,The scheme has significantly improved healthcare access in our area.,Tirunelveli,Above 60,Female,Business,Primary School,High,Urban,2,1,1,2023-08-18 13:08:09.159,In-person
Amma Unavagam Scheme,Health,4582,3,5,1,2,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,Under 18,Other,Student,High School,Low,Urban,4,2,4,2023-10-29 13:08:09.159,Phone
Kalaignar's Comprehensive Health Insurance Scheme,Employment,4897,5,4,5,1,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,46-60,Female,Unemployed,Doctorate,Upper-Middle,Rural,2,3,3,2023-10-07 13:08:09.159,In-person
Climate Resilient Agriculture Scheme,Education,1083,4,2,4,3,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,18-30,Male,Homemaker,Graduate,Middle,Urban,5,1,3,2023-03-15 13:08:09.159,Online
Tamil Nadu Startup and Innovation Mission,Employment,451,3,3,1,1,The scheme has positively impacted education opportunities for children.,Salem,Under 18,Other,Homemaker,Postgraduate,Middle,Rural,2,3,5,2023-11-04 13:08:09.159,Phone
Green Tamil Nadu Mission,Employment,1824,5,1,3,5,"Overall satisfied, but improvements can be made in ease of access.",Madurai,46-60,Female,Unemployed,Graduate,Middle,Urban,5,5,4,2023-11-25 13:08:09.159,Online
Free Laptop Scheme for College Students,Employment,2051,3,1,2,3,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,31-45,Female,Service,Postgraduate,Middle,Urban,4,3,2,2023-09-13 13:08:09.159,Online
Kalaignar's Wage Protection Scheme,Health,1379,5,5,3,3,This initiative has boosted employment prospects for many in our community.,Tirunelveli,Above 60,Female,Business,Primary School,Lower-Middle,Urban,3,5,3,2023-05-30 13:08:09.159,Online
Tamil Nadu Startup and Innovation Mission,Education,2007,1,2,2,5,This initiative has boosted employment prospects for many in our community.,Madurai,46-60,Female,Student,Postgraduate,High,Rural,3,1,4,2023-05-27 13:08:09.159,Phone
Free Sanitary Napkin Scheme,Infrastructure,4948,1,2,1,1,"Overall satisfied, but improvements can be made in ease of access.",Chennai,Above 60,Other,Student,Doctorate,High,Rural,3,5,2,2023-01-18 13:08:09.159,In-person
Tamil Nadu Startup and Innovation Mission,Infrastructure,1124,4,2,4,3,This initiative has boosted employment prospects for many in our community.,Madurai,Above 60,Other,Homemaker,Graduate,Middle,Urban,2,3,5,2023-10-28 13:08:09.159,In-person
Transgender Welfare Board,Health,645,2,1,5,1,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,46-60,Male,Homemaker,Doctorate,High,Rural,4,2,1,2023-05-05 13:08:09.159,In-person
Organic Farming Mission,Employment,4274,1,4,2,1,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,Above 60,Male,Student,High School,High,Urban,4,5,4,2023-04-04 13:08:09.159,Online
Makkalai Thedi Maruthuvam,Infrastructure,2481,2,1,5,1,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,Under 18,Male,Service,Postgraduate,High,Urban,5,3,3,2023-11-09 13:08:09.159,Online
Amma Unavagam Scheme,Health,988,3,1,1,3,The scheme has positively impacted education opportunities for children.,Chennai,31-45,Male,Unemployed,Primary School,Upper-Middle,Urban,4,2,5,2023-02-12 13:08:09.159,In-person
Transgender Welfare Board,Health,1205,3,1,1,4,This initiative has boosted employment prospects for many in our community.,Tirunelveli,Above 60,Female,Student,Primary School,Upper-Middle,Urban,3,4,4,2023-02-15 13:08:09.159,Online
Ennum Ezhuthum,Education,2649,2,4,1,2,The scheme has significantly improved healthcare access in our area.,Chennai,31-45,Other,Unemployed,Doctorate,Lower-Middle,Urban,4,5,5,2023-10-09 13:08:09.159,Phone
Free Sanitary Napkin Scheme,Health,2090,4,3,4,5,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,46-60,Other,Business,Graduate,Lower-Middle,Rural,5,5,2,2023-01-12 13:08:09.159,Phone
Tamil Nadu Startup and Innovation Mission,Education,4098,5,5,2,1,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,46-60,Other,Service,Postgraduate,Lower-Middle,Rural,4,1,4,2023-06-24 13:08:09.159,In-person
Amma Free Clinics,Health,3875,2,3,5,3,The scheme has significantly improved healthcare access in our area.,Salem,18-30,Other,Unemployed,Primary School,Lower-Middle,Rural,4,4,1,2023-11-21 13:08:09.159,Phone
Amma Free Clinics,Health,2912,2,3,3,5,The scheme has positively impacted education opportunities for children.,Coimbatore,18-30,Female,Business,Doctorate,High,Urban,3,1,2,2023-07-19 13:08:09.159,Phone
Kalaignar's Comprehensive Health Insurance Scheme,Infrastructure,1020,2,1,1,4,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,46-60,Other,Unemployed,Graduate,Lower-Middle,Urban,4,1,1,2023-10-03 13:08:09.159,Online
Amma Unavagam Scheme,Infrastructure,4745,2,3,5,4,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,46-60,Male,Service,High School,Lower-Middle,Rural,2,3,5,2023-05-28 13:08:09.159,Phone
Nehru Trophy for Excellence in School Education,Infrastructure,2161,2,1,5,3,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,Above 60,Female,Homemaker,Primary School,Upper-Middle,Urban,5,1,1,2023-05-16 13:08:09.159,In-person
Makkalai Thedi Maruthuvam,Health,4587,4,1,4,1,This initiative has boosted employment prospects for many in our community.,Coimbatore,18-30,Other,Homemaker,Postgraduate,Low,Urban,5,5,2,2023-01-19 13:08:09.159,In-person
Makkalai Thedi Maruthuvam,Education,3739,1,5,2,4,The scheme has significantly improved healthcare access in our area.,Tirunelveli,31-45,Male,Unemployed,Primary School,Upper-Middle,Rural,5,1,2,2023-01-30 13:08:09.159,Phone
Climate Resilient Agriculture Scheme,Employment,3265,5,2,4,4,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,46-60,Other,Student,Graduate,High,Rural,4,2,2,2023-07-14 13:08:09.159,In-person
Transgender Welfare Board,Education,4535,1,1,4,4,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,46-60,Male,Student,High School,Lower-Middle,Urban,2,5,5,2023-09-10 13:08:09.159,Phone
Pensión de Viudedad,Education,2744,2,3,5,3,The scheme has positively impacted education opportunities for children.,Coimbatore,Under 18,Other,Business,Doctorate,Lower-Middle,Urban,5,3,3,2022-12-16 13:08:09.159,Phone
Pensión de Viudedad,Infrastructure,4952,1,5,2,5,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,46-60,Male,Service,Postgraduate,Upper-Middle,Urban,1,1,5,2023-01-04 13:08:09.159,In-person
Green Tamil Nadu Mission,Health,1145,4,3,2,2,The scheme has positively impacted education opportunities for children.,Coimbatore,Under 18,Other,Unemployed,Graduate,Lower-Middle,Urban,3,2,2,2023-12-06 13:08:09.159,Phone
Ennum Ezhuthum,Health,3656,3,2,2,3,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,Above 60,Other,Business,High School,Low,Rural,1,2,5,2023-01-19 13:08:09.159,In-person
Ennum Ezhuthum,Employment,2781,1,4,1,1,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,31-45,Male,Student,Graduate,Upper-Middle,Urban,1,5,4,2022-12-17 13:08:09.159,Online
Free Laptop Scheme for College Students,Infrastructure,3299,5,2,2,3,"Overall satisfied, but improvements can be made in ease of access.",Chennai,18-30,Other,Homemaker,Graduate,High,Rural,5,1,4,2023-11-14 13:08:09.159,Online
Amma Free Clinics,Employment,1038,4,5,5,3,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,Under 18,Other,Student,High School,Low,Urban,1,2,3,2023-06-09 13:08:09.159,Phone
Green Tamil Nadu Mission,Health,541,3,2,1,2,This initiative has boosted employment prospects for many in our community.,Tirunelveli,31-45,Other,Unemployed,Postgraduate,Upper-Middle,Urban,1,1,5,2023-04-13 13:08:09.159,Online
Free Laptop Scheme for College Students,Health,2650,4,2,3,2,This initiative has boosted employment prospects for many in our community.,Madurai,Under 18,Female,Business,High School,Low,Rural,2,5,5,2023-04-27 13:08:09.159,Phone
Free Laptop Scheme for College Students,Infrastructure,4325,2,5,4,2,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,46-60,Female,Service,Doctorate,Middle,Urban,3,4,4,2023-11-05 13:08:09.160,In-person
Amma Unavagam Scheme,Health,696,3,5,2,5,The scheme has significantly improved healthcare access in our area.,Tirunelveli,46-60,Male,Homemaker,Primary School,Upper-Middle,Urban,4,2,2,2023-08-22 13:08:09.160,Phone
Kalaignar's Wage Protection Scheme,Employment,1605,5,3,3,3,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,Above 60,Female,Unemployed,Doctorate,Upper-Middle,Rural,5,3,1,2023-11-07 13:08:09.160,In-person
Tamil Nadu Startup and Innovation Mission,Infrastructure,961,3,1,2,1,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,Under 18,Female,Student,Primary School,Upper-Middle,Rural,5,1,2,2023-10-19 13:08:09.160,In-person
Pensión de Viudedad,Infrastructure,2740,5,4,4,2,The scheme has significantly improved healthcare access in our area.,Salem,18-30,Female,Unemployed,Graduate,Middle,Rural,1,5,3,2023-05-27 13:08:09.160,Phone
Free Sanitary Napkin Scheme,Infrastructure,3831,2,4,5,2,The scheme has positively impacted education opportunities for children.,Tirunelveli,Above 60,Male,Service,Primary School,Lower-Middle,Urban,4,5,1,2023-01-03 13:08:09.160,Online
Organic Farming Mission,Employment,1651,5,4,5,3,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,Under 18,Female,Student,Graduate,Upper-Middle,Urban,4,3,2,2023-02-01 13:08:09.160,Phone
Climate Resilient Agriculture Scheme,Infrastructure,3336,4,2,4,1,The scheme has positively impacted education opportunities for children.,Madurai,31-45,Female,Student,Postgraduate,High,Rural,4,4,5,2023-02-07 13:08:09.160,Phone
Makkalai Thedi Maruthuvam,Employment,1836,1,5,3,2,The scheme has positively impacted education opportunities for children.,Tirunelveli,31-45,Other,Unemployed,Doctorate,Upper-Middle,Rural,5,1,5,2023-07-09 13:08:09.160,Phone
Nehru Trophy for Excellence in School Education,Infrastructure,1549,4,5,1,3,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,46-60,Male,Homemaker,Doctorate,High,Rural,5,4,4,2023-02-02 13:08:09.160,Online
Tamil Nadu Startup and Innovation Mission,Health,364,4,5,1,4,The scheme has positively impacted education opportunities for children.,Coimbatore,Under 18,Female,Unemployed,Graduate,High,Rural,2,5,5,2023-02-22 13:08:09.160,Online
Amma Free Clinics,Education,2759,3,1,2,5,The scheme has positively impacted education opportunities for children.,Madurai,18-30,Female,Unemployed,High School,Middle,Urban,5,2,5,2023-03-18 13:08:09.160,Online
Transgender Welfare Board,Health,2821,2,5,4,3,The scheme has significantly improved healthcare access in our area.,Coimbatore,46-60,Other,Student,Doctorate,Lower-Middle,Urban,5,4,3,2023-03-08 13:08:09.160,Phone
Tamil Nadu Startup and Innovation Mission,Education,1562,1,5,4,2,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,18-30,Other,Homemaker,Doctorate,Lower-Middle,Rural,2,2,1,2023-06-11 13:08:09.160,Phone
Pensión de Viudedad,Health,4352,5,2,1,1,The scheme has significantly improved healthcare access in our area.,Coimbatore,18-30,Female,Service,Graduate,High,Rural,5,3,2,2023-04-26 13:08:09.160,In-person
Tamil Nadu Startup and Innovation Mission,Infrastructure,1545,3,3,3,4,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,18-30,Male,Unemployed,High School,Middle,Rural,1,5,2,2023-04-04 13:08:09.160,In-person
Kalaignar's Wage Protection Scheme,Education,2398,2,4,4,1,The scheme has positively impacted education opportunities for children.,Madurai,Above 60,Male,Unemployed,High School,Lower-Middle,Urban,1,2,3,2023-10-31 13:08:09.160,Phone
Naan Mudhalvan Scheme,Education,3025,1,2,5,1,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,31-45,Other,Unemployed,High School,High,Urban,2,1,1,2023-12-05 13:08:09.160,In-person
Nehru Trophy for Excellence in School Education,Employment,1732,4,2,5,1,The scheme has positively impacted education opportunities for children.,Coimbatore,Under 18,Male,Homemaker,Primary School,Lower-Middle,Urban,2,5,5,2023-11-06 13:08:09.160,Phone
Free Sanitary Napkin Scheme,Employment,2474,2,2,4,3,This initiative has boosted employment prospects for many in our community.,Chennai,46-60,Male,Student,Postgraduate,Middle,Rural,1,3,3,2023-04-24 13:08:09.160,Phone
Amma Unavagam Scheme,Employment,612,2,4,3,3,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,46-60,Female,Student,High School,High,Rural,4,1,5,2023-02-03 13:08:09.160,In-person
