Scheme_Name,Scheme_Category,Number_of_Beneficiaries,Benefit_Level,Ease_of_Access,Awareness_Level,Overall_Satisfaction,Feedback,Location,Age_Group,Gender,Occupation,Education_Level,Household_Income,Urban_or_Rural,Access_to_Resources,Scheme_Utility,Recommendation,Response_Date,Survey_Source
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,3398,4,2,2,5,This initiative has boosted employment prospects for many in our community.,Tirunelveli,46-60,Female,Student,High School,Low,Rural,1,4,1,2023-01-10 12:09:14.667,Phone
Midday Meal Scheme,Health,1123,4,2,5,2,The scheme has positively impacted education opportunities for children.,Salem,18-30,Male,Service,High School,Middle,Urban,2,5,5,2023-06-30 12:09:14.667,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Employment,3834,5,2,4,3,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,18-30,Female,Homemaker,High School,Lower-Middle,Rural,4,5,4,2023-01-02 12:09:14.667,Phone
Midday Meal Scheme,Health,532,2,2,1,3,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,18-30,Female,Homemaker,High School,High,Rural,3,3,3,2023-06-17 12:09:14.667,Online
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,1276,3,3,2,4,This initiative has boosted employment prospects for many in our community.,Chennai,31-45,Male,Homemaker,Doctorate,High,Rural,2,2,4,2023-02-22 12:09:14.667,In-person
Midday Meal Scheme,Employment,500,4,5,5,5,"Overall satisfied, but improvements can be made in ease of access.",Madurai,18-30,Male,Unemployed,Primary School,Low,Rural,3,2,4,2023-10-08 12:09:14.667,Online
Chief Minister's Comprehensive Health Insurance Scheme,Health,2204,4,2,4,2,This initiative has boosted employment prospects for many in our community.,Chennai,31-45,Female,Business,High School,Low,Urban,2,4,5,2023-11-13 12:09:14.667,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Education,3150,1,2,2,2,This initiative has boosted employment prospects for many in our community.,Salem,18-30,Male,Service,Graduate,Lower-Middle,Urban,1,4,5,2023-04-18 12:09:14.667,Online
Chief Minister's Comprehensive Health Insurance Scheme,Education,2333,2,2,3,4,The scheme has significantly improved healthcare access in our area.,Salem,46-60,Female,Unemployed,High School,Middle,Rural,2,4,4,2023-04-17 12:09:14.667,Online
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,2545,3,5,5,2,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,18-30,Male,Unemployed,High School,High,Urban,2,3,1,2023-09-29 12:09:14.667,Online
Midday Meal Scheme,Health,4800,5,1,5,3,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,Under 18,Other,Student,Primary School,Upper-Middle,Urban,5,3,4,2023-09-27 12:09:14.667,In-person
Midday Meal Scheme,Education,2935,3,2,3,1,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,46-60,Other,Homemaker,Postgraduate,Upper-Middle,Rural,4,4,2,2023-07-10 12:09:14.667,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,2613,5,2,5,3,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,Above 60,Other,Business,Postgraduate,Upper-Middle,Urban,1,2,2,2023-03-08 12:09:14.667,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,1873,3,2,1,1,The scheme has significantly improved healthcare access in our area.,Chennai,46-60,Male,Student,High School,High,Urban,1,1,2,2023-06-14 12:09:14.667,Online
Midday Meal Scheme,Education,1196,3,1,5,2,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,Above 60,Female,Business,Graduate,High,Urban,3,4,2,2023-09-15 12:09:14.667,Phone
Midday Meal Scheme,Employment,1028,2,2,1,5,The scheme has significantly improved healthcare access in our area.,Salem,46-60,Female,Business,High School,Low,Rural,2,2,3,2023-04-22 12:09:14.667,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Health,2051,1,1,5,1,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,Above 60,Other,Service,Primary School,High,Urban,2,2,1,2023-01-09 12:09:14.667,Phone
Midday Meal Scheme,Employment,2073,3,1,4,3,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,18-30,Male,Student,High School,Lower-Middle,Urban,2,5,3,2023-01-24 12:09:14.667,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Employment,1654,4,4,4,3,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,Under 18,Other,Homemaker,Primary School,Low,Urban,1,1,3,2023-06-11 12:09:14.667,Online
Chief Minister's Comprehensive Health Insurance Scheme,Health,2878,4,4,2,3,This initiative has boosted employment prospects for many in our community.,Chennai,18-30,Male,Unemployed,Doctorate,High,Urban,5,4,2,2022-12-28 12:09:14.667,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Employment,4521,4,2,4,3,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,18-30,Female,Business,Graduate,Middle,Rural,3,1,1,2023-03-26 12:09:14.667,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Education,1094,1,3,3,4,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,Above 60,Male,Service,Primary School,High,Urban,2,4,1,2023-02-10 12:09:14.667,In-person
Midday Meal Scheme,Health,712,3,4,2,2,This initiative has boosted employment prospects for many in our community.,Tirunelveli,46-60,Other,Homemaker,Graduate,Lower-Middle,Rural,5,1,4,2023-07-20 12:09:14.667,In-person
Midday Meal Scheme,Health,2693,5,4,4,5,The scheme has positively impacted education opportunities for children.,Madurai,31-45,Female,Business,Doctorate,Upper-Middle,Rural,4,1,3,2023-01-24 12:09:14.667,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Employment,695,5,3,1,4,"Overall satisfied, but improvements can be made in ease of access.",Salem,Under 18,Male,Homemaker,Postgraduate,Middle,Urban,1,2,1,2023-03-28 12:09:14.667,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,941,2,5,5,2,The scheme has positively impacted education opportunities for children.,Salem,Above 60,Male,Business,Graduate,Lower-Middle,Urban,4,1,5,2023-07-25 12:09:14.667,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Health,4539,1,2,4,1,This initiative has boosted employment prospects for many in our community.,Salem,46-60,Other,Service,Doctorate,High,Rural,1,1,3,2023-06-01 12:09:14.667,Phone
Midday Meal Scheme,Health,958,3,5,1,4,This initiative has boosted employment prospects for many in our community.,Salem,31-45,Other,Business,Primary School,Lower-Middle,Urban,3,4,1,2023-10-12 12:09:14.667,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Employment,544,4,5,2,4,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,18-30,Male,Unemployed,Postgraduate,Lower-Middle,Rural,4,2,5,2023-11-19 12:09:14.667,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Employment,1888,1,1,5,4,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,31-45,Male,Homemaker,Postgraduate,Low,Urban,3,1,5,2023-09-14 12:09:14.667,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Employment,4417,1,1,4,4,The scheme has positively impacted education opportunities for children.,Coimbatore,46-60,Female,Homemaker,Postgraduate,Middle,Rural,3,2,5,2023-05-12 12:09:14.667,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Employment,3554,3,2,2,1,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,18-30,Female,Business,Graduate,Low,Urban,3,2,2,2023-11-04 12:09:14.667,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,4052,2,3,4,3,This initiative has boosted employment prospects for many in our community.,Coimbatore,Under 18,Female,Unemployed,Postgraduate,Lower-Middle,Urban,4,3,4,2023-03-04 12:09:14.667,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,4787,2,1,2,4,The scheme has significantly improved healthcare access in our area.,Coimbatore,46-60,Other,Service,Doctorate,Lower-Middle,Urban,4,4,4,2023-04-10 12:09:14.667,In-person
Midday Meal Scheme,Infrastructure,1130,2,4,4,2,The scheme has significantly improved healthcare access in our area.,Tirunelveli,46-60,Other,Student,Graduate,Low,Rural,4,3,1,2023-04-13 12:09:14.667,In-person
Midday Meal Scheme,Education,1395,4,2,1,3,The scheme has positively impacted education opportunities for children.,Madurai,Above 60,Male,Service,Doctorate,High,Rural,2,2,1,2023-04-28 12:09:14.667,In-person
Midday Meal Scheme,Infrastructure,2163,4,5,3,1,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,46-60,Male,Homemaker,High School,Low,Rural,3,1,4,2023-07-03 12:09:14.667,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Education,1547,3,2,1,5,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,Under 18,Other,Homemaker,High School,High,Urban,2,4,5,2023-05-10 12:09:14.667,Phone
Midday Meal Scheme,Infrastructure,2145,2,1,5,1,"Overall satisfied, but improvements can be made in ease of access.",Coimbatore,18-30,Female,Homemaker,Graduate,Upper-Middle,Urban,1,5,1,2023-01-19 12:09:14.667,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Education,4719,3,3,4,5,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,Under 18,Male,Business,Graduate,Upper-Middle,Rural,4,4,2,2023-02-21 12:09:14.667,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,2950,2,5,3,2,The scheme has significantly improved healthcare access in our area.,Chennai,46-60,Male,Unemployed,Primary School,Low,Rural,5,3,2,2023-04-25 12:09:14.667,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,3924,1,3,3,5,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,46-60,Female,Student,Primary School,High,Rural,1,4,4,2023-04-09 12:09:14.667,Online
Midday Meal Scheme,Infrastructure,2168,5,2,5,4,The scheme has positively impacted education opportunities for children.,Coimbatore,31-45,Other,Business,High School,Low,Rural,3,1,1,2023-10-03 12:09:14.667,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Employment,3861,5,3,5,3,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,Above 60,Male,Unemployed,Primary School,Lower-Middle,Rural,3,4,1,2023-09-25 12:09:14.667,Phone
Midday Meal Scheme,Education,2375,2,3,3,3,The scheme has significantly improved healthcare access in our area.,Chennai,Under 18,Female,Student,Postgraduate,Low,Urban,2,5,5,2023-09-10 12:09:14.667,Online
Midday Meal Scheme,Education,1908,3,2,5,4,The scheme has significantly improved healthcare access in our area.,Salem,Above 60,Other,Unemployed,Postgraduate,Low,Urban,4,3,1,2023-01-09 12:09:14.667,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Health,1411,4,5,5,3,The scheme has significantly improved healthcare access in our area.,Chennai,Above 60,Female,Business,High School,Low,Urban,4,3,4,2023-12-02 12:09:14.667,In-person
Midday Meal Scheme,Health,4155,2,3,4,1,The scheme has positively impacted education opportunities for children.,Coimbatore,31-45,Female,Unemployed,Primary School,Lower-Middle,Rural,1,2,1,2022-12-24 12:09:14.667,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,2551,2,3,1,4,The scheme has significantly improved healthcare access in our area.,Salem,46-60,Other,Student,Postgraduate,Middle,Rural,1,3,1,2023-04-26 12:09:14.667,Phone
Midday Meal Scheme,Education,1189,4,2,2,4,The scheme has significantly improved healthcare access in our area.,Madurai,31-45,Male,Service,Primary School,High,Rural,1,5,2,2023-10-11 12:09:14.667,Phone
Midday Meal Scheme,Employment,1772,2,4,3,3,The scheme has positively impacted education opportunities for children.,Madurai,Under 18,Other,Homemaker,Postgraduate,Upper-Middle,Urban,5,5,4,2023-11-20 12:09:14.667,Online
Midday Meal Scheme,Health,3775,1,3,2,5,"Overall satisfied, but improvements can be made in ease of access.",Coimbatore,Above 60,Other,Business,High School,Upper-Middle,Rural,5,3,3,2023-09-28 12:09:14.667,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,4632,4,1,3,2,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,18-30,Male,Service,Doctorate,Low,Rural,3,4,4,2022-12-31 12:09:14.667,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Employment,4454,1,5,3,5,The scheme has significantly improved healthcare access in our area.,Chennai,Above 60,Other,Student,Doctorate,Lower-Middle,Rural,3,5,4,2023-03-18 12:09:14.667,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Education,2103,5,3,1,1,The scheme has significantly improved healthcare access in our area.,Madurai,18-30,Female,Student,Primary School,Lower-Middle,Rural,3,3,3,2023-04-04 12:09:14.667,Online
Midday Meal Scheme,Health,4298,4,2,3,4,The scheme has positively impacted education opportunities for children.,Salem,18-30,Female,Student,Primary School,Lower-Middle,Urban,4,3,3,2023-09-19 12:09:14.667,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Employment,4964,4,1,3,4,This initiative has boosted employment prospects for many in our community.,Salem,18-30,Other,Homemaker,Postgraduate,Middle,Urban,3,4,2,2023-07-26 12:09:14.667,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Education,1224,3,2,1,1,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,31-45,Female,Unemployed,Doctorate,Lower-Middle,Urban,2,3,5,2023-12-10 12:09:14.667,In-person
Midday Meal Scheme,Health,1321,3,3,5,2,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,46-60,Other,Homemaker,Postgraduate,High,Urban,1,1,4,2023-12-06 12:09:14.667,In-person
Midday Meal Scheme,Infrastructure,2960,4,1,2,4,This initiative has boosted employment prospects for many in our community.,Coimbatore,18-30,Male,Homemaker,Primary School,Middle,Urban,4,2,4,2023-09-02 12:09:14.667,Online
Midday Meal Scheme,Education,2373,5,5,3,5,This initiative has boosted employment prospects for many in our community.,Chennai,Under 18,Female,Homemaker,Primary School,Upper-Middle,Urban,5,5,4,2023-08-14 12:09:14.667,Phone
Midday Meal Scheme,Infrastructure,3090,2,5,1,1,The scheme has significantly improved healthcare access in our area.,Salem,18-30,Female,Service,High School,Low,Rural,1,4,4,2022-12-28 12:09:14.667,Phone
Midday Meal Scheme,Health,2610,3,5,3,4,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,18-30,Male,Student,Doctorate,Middle,Rural,3,4,2,2022-12-28 12:09:14.667,Online
Midday Meal Scheme,Infrastructure,336,5,4,1,5,The scheme has significantly improved healthcare access in our area.,Coimbatore,Above 60,Other,Student,Doctorate,Lower-Middle,Rural,5,2,4,2023-07-16 12:09:14.667,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Health,1244,5,2,2,1,"Overall satisfied, but improvements can be made in ease of access.",Coimbatore,Under 18,Male,Unemployed,Primary School,Upper-Middle,Urban,5,1,3,2023-04-27 12:09:14.667,Phone
Midday Meal Scheme,Employment,3353,3,3,4,1,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,Above 60,Other,Service,High School,Lower-Middle,Urban,5,2,3,2023-10-22 12:09:14.667,Phone
Midday Meal Scheme,Infrastructure,3882,2,1,5,1,The scheme has significantly improved healthcare access in our area.,Coimbatore,31-45,Other,Homemaker,Graduate,Middle,Urban,1,3,1,2023-08-30 12:09:14.667,In-person
Midday Meal Scheme,Education,866,3,2,4,2,The scheme has positively impacted education opportunities for children.,Chennai,46-60,Other,Unemployed,High School,Middle,Urban,4,4,2,2023-08-29 12:09:14.667,In-person
Midday Meal Scheme,Employment,2781,5,3,1,1,"Overall satisfied, but improvements can be made in ease of access.",Madurai,31-45,Other,Student,Doctorate,Middle,Urban,1,3,1,2023-08-02 12:09:14.667,Online
Midday Meal Scheme,Infrastructure,2765,1,4,3,3,This initiative has boosted employment prospects for many in our community.,Salem,31-45,Female,Student,Doctorate,Middle,Rural,2,4,4,2023-06-17 12:09:14.667,Online
Midday Meal Scheme,Education,1859,3,3,5,3,The scheme has positively impacted education opportunities for children.,Salem,Under 18,Other,Student,Postgraduate,Middle,Urban,3,4,2,2023-01-07 12:09:14.667,Online
Chief Minister's Comprehensive Health Insurance Scheme,Education,3591,5,2,2,1,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,Under 18,Other,Student,Postgraduate,Low,Urban,4,3,2,2023-01-19 12:09:14.667,Online
Chief Minister's Comprehensive Health Insurance Scheme,Health,2915,3,3,5,4,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,46-60,Male,Unemployed,High School,Low,Rural,4,2,5,2023-02-20 12:09:14.667,In-person
Midday Meal Scheme,Infrastructure,3613,5,1,3,3,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,31-45,Female,Service,Primary School,Low,Rural,3,5,5,2023-08-22 12:09:14.667,Online
Midday Meal Scheme,Employment,595,2,4,4,5,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,Above 60,Male,Homemaker,Graduate,High,Urban,2,5,1,2023-07-24 12:09:14.667,In-person
Midday Meal Scheme,Employment,3280,5,1,1,5,"Overall satisfied, but improvements can be made in ease of access.",Madurai,18-30,Other,Service,Primary School,Lower-Middle,Rural,5,2,1,2023-05-16 12:09:14.667,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Health,4030,4,4,4,4,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,18-30,Other,Student,Doctorate,Upper-Middle,Urban,3,1,3,2023-08-18 12:09:14.667,Online
Midday Meal Scheme,Education,2172,1,4,5,5,The scheme has significantly improved healthcare access in our area.,Tirunelveli,46-60,Other,Student,High School,Upper-Middle,Urban,5,2,3,2023-09-26 12:09:14.667,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Health,437,5,3,3,4,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,18-30,Female,Service,Doctorate,Lower-Middle,Urban,3,2,3,2023-10-29 12:09:14.668,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,4049,3,1,1,5,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,Under 18,Male,Unemployed,High School,Low,Rural,1,2,2,2023-11-11 12:09:14.668,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Education,3208,3,4,3,1,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,Under 18,Other,Unemployed,Postgraduate,High,Rural,2,5,4,2023-09-13 12:09:14.668,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Employment,1917,5,4,3,5,This initiative has boosted employment prospects for many in our community.,Madurai,31-45,Male,Unemployed,Doctorate,Middle,Rural,2,4,1,2023-12-04 12:09:14.668,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,236,4,3,5,1,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,Above 60,Other,Homemaker,High School,Upper-Middle,Urban,3,1,3,2023-10-12 12:09:14.668,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Health,2655,5,2,4,5,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,Above 60,Male,Student,Postgraduate,Upper-Middle,Urban,2,1,2,2023-07-16 12:09:14.668,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,4515,2,2,3,5,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,46-60,Male,Student,Primary School,Lower-Middle,Urban,5,1,5,2023-02-25 12:09:14.668,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Education,1015,4,5,3,5,This initiative has boosted employment prospects for many in our community.,Madurai,Under 18,Other,Service,Primary School,High,Urban,2,3,4,2023-05-30 12:09:14.668,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,3638,5,5,3,1,"Overall satisfied, but improvements can be made in ease of access.",Chennai,31-45,Female,Unemployed,Primary School,Lower-Middle,Rural,2,2,5,2023-07-15 12:09:14.668,Phone
Midday Meal Scheme,Employment,2200,1,4,1,5,"Overall satisfied, but improvements can be made in ease of access.",Coimbatore,46-60,Male,Unemployed,Graduate,High,Rural,2,4,5,2023-04-01 12:09:14.668,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Education,3007,4,2,3,5,The scheme has positively impacted education opportunities for children.,Tirunelveli,Under 18,Female,Unemployed,Doctorate,High,Urban,4,4,4,2022-12-28 12:09:14.668,Online
Midday Meal Scheme,Education,3014,5,4,3,2,"Overall satisfied, but improvements can be made in ease of access.",Chennai,46-60,Female,Unemployed,Doctorate,Lower-Middle,Urban,3,3,2,2023-07-27 12:09:14.668,Online
Midday Meal Scheme,Education,2082,1,1,5,1,"Overall satisfied, but improvements can be made in ease of access.",Salem,Above 60,Other,Student,Primary School,Middle,Urban,1,5,5,2023-07-18 12:09:14.668,In-person
Midday Meal Scheme,Education,3970,5,2,3,3,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,46-60,Male,Homemaker,High School,Middle,Urban,1,3,2,2023-08-22 12:09:14.668,Online
Midday Meal Scheme,Employment,4628,2,2,3,4,The scheme has positively impacted education opportunities for children.,Madurai,18-30,Male,Student,Primary School,Middle,Rural,4,3,5,2023-11-16 12:09:14.668,Online
Chief Minister's Comprehensive Health Insurance Scheme,Health,3667,3,2,5,2,The scheme has significantly improved healthcare access in our area.,Tirunelveli,Under 18,Female,Unemployed,Graduate,Lower-Middle,Rural,4,2,3,2022-12-21 12:09:14.668,Phone
Midday Meal Scheme,Infrastructure,1098,5,5,1,5,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,Above 60,Female,Homemaker,Primary School,Lower-Middle,Urban,1,5,4,2023-12-08 12:09:14.668,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,2247,4,3,4,3,This initiative has boosted employment prospects for many in our community.,Tirunelveli,18-30,Other,Student,Primary School,Middle,Urban,5,3,1,2023-10-26 12:09:14.668,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Education,4794,5,3,5,3,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,46-60,Female,Homemaker,Doctorate,Middle,Rural,1,4,4,2023-05-04 12:09:14.668,In-person
Midday Meal Scheme,Infrastructure,495,5,5,1,5,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,18-30,Female,Business,High School,Lower-Middle,Rural,1,2,5,2023-09-02 12:09:14.668,Phone
Midday Meal Scheme,Health,3698,5,5,4,5,The scheme has positively impacted education opportunities for children.,Tirunelveli,Above 60,Male,Service,Postgraduate,Low,Urban,3,5,5,2023-05-06 12:09:14.668,Online
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,4610,5,5,3,2,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,46-60,Female,Student,High School,Lower-Middle,Urban,1,4,3,2023-10-15 12:09:14.668,Online
Midday Meal Scheme,Health,1038,4,3,5,1,The scheme has significantly improved healthcare access in our area.,Tirunelveli,46-60,Female,Business,Primary School,Low,Rural,1,1,3,2023-03-25 12:09:14.668,In-person
Midday Meal Scheme,Infrastructure,1736,4,4,3,2,This initiative has boosted employment prospects for many in our community.,Madurai,46-60,Male,Business,Primary School,High,Rural,2,2,4,2023-11-22 12:09:14.668,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Education,2824,5,5,5,1,The scheme has significantly improved healthcare access in our area.,Chennai,46-60,Male,Service,Doctorate,High,Rural,4,4,1,2023-02-11 12:09:14.668,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,2610,3,4,4,3,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,Above 60,Other,Student,Primary School,Lower-Middle,Urban,1,3,4,2023-04-13 12:09:14.668,Online
Midday Meal Scheme,Education,4736,5,4,1,4,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,18-30,Male,Student,Graduate,Middle,Rural,1,3,1,2023-10-25 12:09:14.668,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,1749,4,1,5,5,This initiative has boosted employment prospects for many in our community.,Madurai,31-45,Female,Service,Graduate,High,Urban,5,2,2,2023-03-01 12:09:14.668,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,3790,2,3,1,2,The scheme has significantly improved healthcare access in our area.,Tirunelveli,Under 18,Male,Student,Postgraduate,Lower-Middle,Urban,1,5,5,2023-03-04 12:09:14.668,Phone
Midday Meal Scheme,Infrastructure,3535,5,4,3,3,The scheme has positively impacted education opportunities for children.,Madurai,18-30,Male,Service,Postgraduate,High,Urban,3,3,2,2023-02-05 12:09:14.668,Phone
Midday Meal Scheme,Education,3301,5,3,3,2,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,Above 60,Female,Service,Postgraduate,Middle,Rural,5,4,4,2023-08-02 12:09:14.668,In-person
Midday Meal Scheme,Education,4279,5,3,4,1,The scheme has significantly improved healthcare access in our area.,Coimbatore,31-45,Other,Service,Postgraduate,Middle,Urban,1,1,1,2023-06-06 12:09:14.668,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Employment,4466,5,1,4,5,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,Above 60,Female,Unemployed,High School,Middle,Urban,3,5,1,2023-04-14 12:09:14.668,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Health,2391,1,3,2,1,The scheme has significantly improved healthcare access in our area.,Chennai,46-60,Other,Service,Postgraduate,Low,Rural,4,2,2,2023-11-05 12:09:14.668,Phone
Midday Meal Scheme,Infrastructure,4583,5,4,2,1,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,18-30,Male,Unemployed,Primary School,Lower-Middle,Rural,1,3,3,2023-10-03 12:09:14.668,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Health,313,4,2,4,1,The scheme has significantly improved healthcare access in our area.,Salem,46-60,Male,Student,Primary School,Lower-Middle,Rural,4,5,3,2023-03-19 12:09:14.668,In-person
Midday Meal Scheme,Infrastructure,3337,4,4,3,3,The scheme has significantly improved healthcare access in our area.,Madurai,31-45,Other,Homemaker,Doctorate,Lower-Middle,Urban,1,1,2,2023-07-26 12:09:14.668,Phone
Midday Meal Scheme,Health,3962,1,4,1,5,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,46-60,Female,Student,Postgraduate,Lower-Middle,Rural,5,5,3,2023-06-24 12:09:14.668,Phone
Midday Meal Scheme,Education,158,5,3,4,4,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,Above 60,Other,Student,High School,High,Urban,5,5,1,2023-09-03 12:09:14.668,Online
Midday Meal Scheme,Employment,3030,3,4,1,2,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,Under 18,Male,Business,High School,High,Rural,3,2,4,2023-05-09 12:09:14.668,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Health,3071,5,2,2,1,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,Under 18,Other,Homemaker,Primary School,Lower-Middle,Urban,2,1,3,2023-09-25 12:09:14.668,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Employment,1627,4,3,1,5,The scheme has positively impacted education opportunities for children.,Tirunelveli,18-30,Female,Business,Doctorate,Lower-Middle,Urban,3,1,1,2023-09-02 12:09:14.668,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,222,2,5,4,2,This initiative has boosted employment prospects for many in our community.,Madurai,Under 18,Female,Homemaker,Doctorate,Upper-Middle,Rural,1,5,4,2023-02-05 12:09:14.668,In-person
Midday Meal Scheme,Education,3819,2,4,3,5,The scheme has significantly improved healthcare access in our area.,Chennai,46-60,Male,Service,Graduate,Middle,Urban,4,3,1,2023-06-24 12:09:14.668,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Education,1536,3,4,4,2,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,Above 60,Male,Unemployed,Postgraduate,Lower-Middle,Urban,4,5,5,2023-03-27 12:09:14.668,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Health,1262,5,1,5,5,The scheme has positively impacted education opportunities for children.,Coimbatore,46-60,Male,Business,Doctorate,High,Urban,1,4,4,2023-03-21 12:09:14.668,Phone
